ID,projectname,classification,Abstract,label
620,emf-2.4.1,WITHOUT_CLASSIFICATION,// Kick of a Java build if not already in a build. //,no
621,emf-2.4.1,WITHOUT_CLASSIFICATION,// src:    o--------o // sub:  o------------o // res: empty // Reuse sub,no
622,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Add the new entries, including source, JRE container, and added variables and classpath containers.  //",no
623,emf-2.4.1,WITHOUT_CLASSIFICATION,// This will deal with all the subcommands to modifying the root mapping tree. //,no
624,emf-2.4.1,WITHOUT_CLASSIFICATION,// Skips ']',no
625,emf-2.4.1,WITHOUT_CLASSIFICATION,// 32 is the number of bits in `int'.,no
626,emf-2.4.1,WITHOUT_CLASSIFICATION,// Construct a proper URL for relative lookup. //,no
627,emf-2.4.1,WITHOUT_CLASSIFICATION,// src1:    o--------o // src2:      o----o // res:       o----o // Reuse the rest of src1,no
628,emf-2.4.1,WITHOUT_CLASSIFICATION,// Remember the static instance. //,no
629,emf-2.4.1,WITHOUT_CLASSIFICATION,// Create a proper feature map entry. //,no
630,emf-2.4.1,WITHOUT_CLASSIFICATION,// Check the type of the specified child object and return the proper feature to use for // adding (see {@link AddCommand}) it as a child.,no
631,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore,no
632,emf-2.4.1,WITHOUT_CLASSIFICATION,// set original node of annotations (to allow get methods to work correctly),no
633,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore,no
634,emf-2.4.1,WITHOUT_CLASSIFICATION,// Determine all the bundles that this project depends on. //,no
635,emf-2.4.1,WITHOUT_CLASSIFICATION,"// if it's not an ASCII character, break here, and use UTF-8 encoding",no
636,emf-2.4.1,WITHOUT_CLASSIFICATION,// This call should get the files checked out from version control if the project is a 'team' project. //,no
637,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Like isStringType(), but still returns true even if multiplicity-many. //",no
638,emf-2.4.1,WITHOUT_CLASSIFICATION,// Reverse the objects to attach and detach lists. //,no
639,emf-2.4.1,WITHOUT_CLASSIFICATION,// this.offset points the next of '?'. // modifiers ::= [imsw]* ('-' [imsw]*)? ':',no
640,emf-2.4.1,WITHOUT_CLASSIFICATION,// Make sure the changed values of bidirectional reference lists are cached before we //  start to apply the change. //,no
641,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore.,no
642,emf-2.4.1,WITHOUT_CLASSIFICATION,// This case will be handled special during apply //,no
643,emf-2.4.1,WITHOUT_CLASSIFICATION,// Skips ')',no
644,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If it doesn't correspond to a bundle, then try to process it as a project in the workspace. //",no
645,emf-2.4.1,WITHOUT_CLASSIFICATION,"//System.err.println(""CLOSURE: ""+min+"", ""+max);",no
646,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore,no
647,emf-2.4.1,WITHOUT_CLASSIFICATION,// Must be in 0x0040-0x005f,no
648,emf-2.4.1,WITHOUT_CLASSIFICATION,// for CLOSURE,no
649,emf-2.4.1,WITHOUT_CLASSIFICATION,"/*  public String getImportedInstanceClassName()  {    return getGenModel().getImportedName(""org.eclipse.emf.ecore.EEnumLiteral"");   }*/",no
650,emf-2.4.1,WITHOUT_CLASSIFICATION,// there is only whitespace on this line - no need for line break,no
651,emf-2.4.1,WITHOUT_CLASSIFICATION,"// This handles Rose 2003 format, e.g., // Logical View::JavaException[40722F9D0294] //",no
652,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore,no
653,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore,no
654,emf-2.4.1,WITHOUT_CLASSIFICATION,// for STRING,no
655,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore,no
656,emf-2.4.1,WITHOUT_CLASSIFICATION,// exception.printStackTrace();,no
657,emf-2.4.1,WITHOUT_CLASSIFICATION,// Only creates the other pages if there is something that can be edited //,no
658,emf-2.4.1,WITHOUT_CLASSIFICATION,"// move all children to the type, converting enum constants to fields // // fields that are created by conversion from enum constants must be inserted after // the last final field that is used in constructors for initializers",no
659,emf-2.4.1,WITHOUT_CLASSIFICATION,// ESCAPE U+001B // FORM FEED U+000C // LINE FEED U+000A // CRRIAGE RETURN U+000D // HORIZONTAL TABULATION U+0009 //case 'v':  c = 0x0b;  break; // VERTICAL TABULATION U+000B,no
660,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore,no
661,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore.,no
662,emf-2.4.1,WITHOUT_CLASSIFICATION,// Add JETBuilder //,no
663,emf-2.4.1,WITHOUT_CLASSIFICATION,// Literal char // . // XY // X|Y|Z // X* // [a-zA-Z] etc. // [^a-zA-Z] etc. // (X) or (?:X) // // ^ $ \b \B \< \> \A \Z \z // *? +? // strings // back references // (?=...) // (?!...) // (?<=...) // (?<!...) // (?>...) // (?ims-ims:...) // (?(...)yes|no),no
664,emf-2.4.1,WITHOUT_CLASSIFICATION,// clone includeStack without cloning contents //,no
665,emf-2.4.1,WITHOUT_CLASSIFICATION,"/*               *  a|b|c -> FC_TERMINAL               *  a|.|c -> FC_ANY               *  a|b|  -> FC_CONTINUE               */",no
666,emf-2.4.1,WITHOUT_CLASSIFICATION,// Create .jetproperties file //,no
667,emf-2.4.1,WITHOUT_CLASSIFICATION,// Mark the bound as unspecified so that it won't be considered many // but can nevertheless be recognized as being unspecified and perhaps still be treat as many. //,no
668,emf-2.4.1,WITHOUT_CLASSIFICATION,// ****,no
669,emf-2.4.1,WITHOUT_CLASSIFICATION,"/**   * Calls <code>caseXXX</code> for each class of the model until one returns a non null result; it yields that result.   * <!-- begin-user-doc -->   * <!-- end-user-doc -->   * @return the first non-null result returned by a <code>caseXXX</code> call.   * @generated   */",no
670,emf-2.4.1,WITHOUT_CLASSIFICATION,// Store the current state in stack. //,no
671,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If all the objects aren't used up by the above, then we can't do the command. //",no
672,emf-2.4.1,WITHOUT_CLASSIFICATION,// Check the type of the specified child object and return the proper feature to use for // adding (see {@link AddCommand}) it as a child.,no
673,emf-2.4.1,WITHOUT_CLASSIFICATION,// Perl extension,no
674,emf-2.4.1,WITHOUT_CLASSIFICATION,// New Template Container Entryfield,no
675,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore.,no
676,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If there's no position, the list is being cleared. //",no
677,emf-2.4.1,WITHOUT_CLASSIFICATION,//GenTypeParameterImpl,no
678,emf-2.4.1,WITHOUT_CLASSIFICATION,// Set the new variables. //,no
679,emf-2.4.1,WITHOUT_CLASSIFICATION,// Keep trying other member types until all have failed.,no
680,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If there's no position, the list is being cleared. //",no
681,emf-2.4.1,WITHOUT_CLASSIFICATION,// Do nothing,no
682,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If the template path points at a project with a JET Nature,  // then we will assume that the templates we want to use are already compiled in this plugin Java project. // ",no
683,emf-2.4.1,WITHOUT_CLASSIFICATION,/*2100..214F;*/,no
684,emf-2.4.1,WITHOUT_CLASSIFICATION,// When we attached we have to recompute the erasure of the type parameter. //,no
685,emf-2.4.1,WITHOUT_CLASSIFICATION,//build table of Pf values,no
686,emf-2.4.1,WITHOUT_CLASSIFICATION,// Create a key set that supports add. //,no
687,emf-2.4.1,WITHOUT_CLASSIFICATION,// Suppress default constructor for non-instantiability.,no
688,emf-2.4.1,WITHOUT_CLASSIFICATION,// Get previous state in stack. //,no
689,emf-2.4.1,WITHOUT_CLASSIFICATION,/*2600..26FF;*/,no
690,emf-2.4.1,WITHOUT_CLASSIFICATION,// VAJ kludge //,no
691,emf-2.4.1,WITHOUT_CLASSIFICATION,"/*                  result.addRange(0, RegularExpression.LINE_FEED-1);                  result.addRange(RegularExpression.LINE_FEED+1, RegularExpression.CARRIAGE_RETURN-1);                  result.addRange(RegularExpression.CARRIAGE_RETURN+1,                                  RegularExpression.LINE_SEPARATOR-1);                  result.addRange(RegularExpression.PARAGRAPH_SEPARATOR+1, UTF16_MAX);                  return 1;                  */",no
692,emf-2.4.1,WITHOUT_CLASSIFICATION,// Make sure we have something to pop. //,no
693,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Map to EClass, EEnum or EInerface. // Note that we do not map structure and primitive type class. //",no
694,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Register the file, and read its content: //",no
695,emf-2.4.1,WITHOUT_CLASSIFICATION,// The system time hasn't changed so add some increment of 100s of nanoseconds to guarantee uniqueness. //,no
696,emf-2.4.1,WITHOUT_CLASSIFICATION,// Is stack created ? (will happen if the JET file we're looking at is missing. //,no
697,emf-2.4.1,WITHOUT_CLASSIFICATION,// TR#18 1.2,no
698,emf-2.4.1,WITHOUT_CLASSIFICATION,// ------------------------------------------------------,no
699,emf-2.4.1,WITHOUT_CLASSIFICATION,// Use an alternate if we can't write to this one. //,no
700,emf-2.4.1,WITHOUT_CLASSIFICATION,// And delegate the call. //,no
701,emf-2.4.1,WITHOUT_CLASSIFICATION,"// The method is not a structural feature, so it's modeled as an operation. //",no
702,emf-2.4.1,WITHOUT_CLASSIFICATION,// ------------------------------------------------------,no
703,emf-2.4.1,WITHOUT_CLASSIFICATION,// Continue with the established base URL.,no
704,emf-2.4.1,WITHOUT_CLASSIFICATION,// Consume the open quote: //,no
705,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Do allow an existing build.properties to be overwritten, since it may have been created as part of an empty EMF project. // Use the existence of a plugin.xml as a guard against overwriting in a project that has already been generated. //",no
706,emf-2.4.1,WITHOUT_CLASSIFICATION,// Restore parser state: //,no
707,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Filter out explicit EObject from super types, except in the Ecore package itself, or if it appears in the @model superTypes. //",no
708,emf-2.4.1,WITHOUT_CLASSIFICATION,// Check for an equal sign: //,no
709,emf-2.4.1,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-2$ //$NON-NLS-3$,no
710,emf-2.4.1,WITHOUT_CLASSIFICATION,// Get the attribute value: //,no
711,emf-2.4.1,WITHOUT_CLASSIFICATION,// Mark the bound as unspecified so that it won't be considered many // but can nevertheless be recognized as being unspecified and perhaps still be treat as many. //,no
712,emf-2.4.1,WITHOUT_CLASSIFICATION,"// 28 // 29, 30 // 31-37",no
713,emf-2.4.1,WITHOUT_CLASSIFICATION,// Initialize created meta-data,no
714,emf-2.4.1,WITHOUT_CLASSIFICATION,// insert line break if there is non-whitespace before end of the line,no
715,emf-2.4.1,WITHOUT_CLASSIFICATION,"//an error  like ""3c[Pad]r"", ""3cdX"", ""3cXd"", ""3cXX"" where X is non data",no
716,emf-2.4.1,WITHOUT_CLASSIFICATION,// Don't do any of the other normally dynamic JETEmitter project processing. //,no
717,emf-2.4.1,WITHOUT_CLASSIFICATION,"/* (non-Javadoc)   * @see org.eclipse.ui.IWorkbenchWindowActionDelegate#dispose()   */",no
718,emf-2.4.1,WITHOUT_CLASSIFICATION,// Get the existing classpath and remove the project root if necessary. // Any new non-duplicate entries will be added to this. //,no
719,emf-2.4.1,WITHOUT_CLASSIFICATION,// Set up the tree viewer. //,no
720,emf-2.4.1,WITHOUT_CLASSIFICATION,// Schema Rec. {Datatypes} - Punctuation  // Pi - initial quote // Pf - final quote,no
721,emf-2.4.1,WITHOUT_CLASSIFICATION,// note: hierarchical -> authority != null,no
722,emf-2.4.1,WITHOUT_CLASSIFICATION,// End of the useBean tag. //,no
723,emf-2.4.1,WITHOUT_CLASSIFICATION,// '::' represents at least one 16-bit group of zeros.,no
724,emf-2.4.1,WITHOUT_CLASSIFICATION,// // EMF.Editor generation //,no
725,emf-2.4.1,WITHOUT_CLASSIFICATION,"/**   * Calls <code>caseXXX</code> for each class of the model until one returns a non null result; it yields that result.   * <!-- begin-user-doc -->   * <!-- end-user-doc -->   * @return the first non-null result returned by a <code>caseXXX</code> call.   * @generated   */",no
726,emf-2.4.1,WITHOUT_CLASSIFICATION,// XMLesque Close tags //,no
727,emf-2.4.1,WITHOUT_CLASSIFICATION,//  Remove any non-Java dependencies from being added. //,no
728,emf-2.4.1,WITHOUT_CLASSIFICATION,// Parse as an attribute=value: //,no
729,emf-2.4.1,WITHOUT_CLASSIFICATION,"// We can create the RemoveCommand for an uncontrol, but we must defer creating an AddCommand // to control until run(), when the user specifies a target resource. //",no
730,emf-2.4.1,WITHOUT_CLASSIFICATION,// // Tests generation //,no
731,emf-2.4.1,WITHOUT_CLASSIFICATION,// while,no
732,emf-2.4.1,WITHOUT_CLASSIFICATION,// Reached EOF: //,no
733,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Resolve relative URI to base URI - see RFC 2396 Section 5.2 // In some cases, it might make more sense to throw an exception // (when scheme is specified is the string spec and the base URI // is also specified, for example), but we're just following the // RFC specifications",no
734,emf-2.4.1,WITHOUT_CLASSIFICATION,// Create annotations // http:///org/eclipse/emf/ecore/util/ExtendedMetaData,no
735,emf-2.4.1,WITHOUT_CLASSIFICATION,// Map to an eClass. //,no
736,emf-2.4.1,WITHOUT_CLASSIFICATION,// Until the encoding can be specified within the template  // we need to assume an encoding capable of working with any character set.,no
737,emf-2.4.1,WITHOUT_CLASSIFICATION,//FB TBD different objects for ecore model!,no
738,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Check end of quote, skip closing quote: //",no
739,emf-2.4.1,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
740,emf-2.4.1,WITHOUT_CLASSIFICATION,/*0590..05FF;*/,no
741,emf-2.4.1,WITHOUT_CLASSIFICATION,// note: absolutePath -> hierarchical,no
742,emf-2.4.1,WITHOUT_CLASSIFICATION,// Get the attribute name: //,no
743,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore,no
744,emf-2.4.1,WITHOUT_CLASSIFICATION,/*0A00..0A7F;*/,no
745,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Attempt to parse authority. If the section is an empty string // this is a valid server based authority, so set the host to this // value.",no
746,emf-2.4.1,WITHOUT_CLASSIFICATION,// Delete the ActionContributionItems with matching action. //,no
747,emf-2.4.1,WITHOUT_CLASSIFICATION,// search backwards starting from character before ':'.,no
748,emf-2.4.1,WITHOUT_CLASSIFICATION,// Set the new variables. //,no
749,emf-2.4.1,WITHOUT_CLASSIFICATION,// Don't remove the adapter if the object is in a different resource  // and that resource (and hence all its contents) are being cross referenced. //,no
750,emf-2.4.1,WITHOUT_CLASSIFICATION,/*0D00..0D7F;*/,no
751,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If the second character wasn't ':', in order to be valid, // the remainder of the string must match IPv4Address,  // and we must have read exactly 6 16-bit groups.",no
752,emf-2.4.1,WITHOUT_CLASSIFICATION,// Skip derived features. //,no
753,emf-2.4.1,WITHOUT_CLASSIFICATION,// Do nothing,no
754,emf-2.4.1,WITHOUT_CLASSIFICATION,"// The include succeeded, so if there is an alternative and we're not skipping, we need to start. //",no
755,emf-2.4.1,WITHOUT_CLASSIFICATION,"// check for authority - RFC 2396 5.2 #4 // if we found a host, then we've got a network path, so we're done",no
756,emf-2.4.1,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-2$,no
757,emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * Javadoc copied from base class.   */",no
758,emf-2.4.1,WITHOUT_CLASSIFICATION,// Include derived relations only if they won't also come from mixed or a group. //,no
759,emf-2.4.1,WITHOUT_CLASSIFICATION,"// 6f - remove ending ""<segment>/.."" where ""<segment>"" is a // complete path segment",no
760,emf-2.4.1,WITHOUT_CLASSIFICATION,// If this is just a proxy being resolved... //,no
761,emf-2.4.1,WITHOUT_CLASSIFICATION,"// RFC 2396 states that hostnames take the form described in  // RFC 1034 (Section 3) and RFC 1123 (Section 2.1). According // to RFC 1034, hostnames are limited to 255 characters.",no
762,emf-2.4.1,WITHOUT_CLASSIFICATION,// Force the raw type to be resolved so we don't resolve this endlessly. //,no
763,emf-2.4.1,WITHOUT_CLASSIFICATION,// rightmost domain label starting with digit indicates IP address // since top level domain label can only start with an alpha // see RFC 2396 Section 3.2.2,no
764,emf-2.4.1,WITHOUT_CLASSIFICATION,// Update the classifier and hence the raw type as normal. //,no
765,emf-2.4.1,WITHOUT_CLASSIFICATION,// RFC 2732 only allows '[' and ']' to appear in the opaque part.,no
766,emf-2.4.1,WITHOUT_CLASSIFICATION,/*10A0..10FF;*/,no
767,emf-2.4.1,WITHOUT_CLASSIFICATION,// Map to an EClass. //,no
768,emf-2.4.1,WITHOUT_CLASSIFICATION,// The notification for this list is being thrown by the // delegating list //,no
769,emf-2.4.1,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
770,emf-2.4.1,WITHOUT_CLASSIFICATION,// Look for an end-of-comment or end-of-tag: //,no
771,emf-2.4.1,WITHOUT_CLASSIFICATION,"// We've either reached the end of the string, the address ends in // an IPv4 address, or it is invalid. scanHexSequence has already  // made sure that we have the right number of bits. ",no
772,emf-2.4.1,WITHOUT_CLASSIFICATION,// A section is not allowed without a preceding include with alternative. //,no
773,emf-2.4.1,WITHOUT_CLASSIFICATION,"// To encode special characters in anyURI, by using %HH to represent // special ASCII characters: 0x00~0x1F, 0x7F, ' ', '<', '>', etc. // and non-ASCII characters (whose value >= 128).",no
774,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If a newline from the previous character data remains, add a generator for it. //",no
775,emf-2.4.1,WITHOUT_CLASSIFICATION,// // XML Schema anyURI specific information //,no
776,emf-2.4.1,WITHOUT_CLASSIFICATION,"// An expression with more that 931 ""+"" will break Sun and IBM javac compilers. //",no
777,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 11 of value (byte) 33 // Fill 27 of value (byte) -19 // Fill 5 of value (byte) 33 // Fill 3 of value (byte) -19 // Fill 46 of value (byte) 33 // Fill 26 of value (byte) -19 // Fill 5 of value (byte) 33,no
778,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If a newline from the previous character data remains, leave it around to be processed as if it appeared in the included file. //",no
779,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 58 of value (byte) -19 // Fill 2 of value (byte) 33 // Fill 11 of value (byte) -19 // Fill 2 of value (byte) 33 // Fill 8 of value (byte) -19,no
780,emf-2.4.1,WITHOUT_CLASSIFICATION,"// The include failed, so if there is an alternative, we don't skip it. //",no
781,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 8 of value (byte) -19 // Fill 2 of value (byte) 33 // Fill 2 of value (byte) -19 // Fill 2 of value (byte) 33 // Fill 22 of value (byte) -19,no
782,emf-2.4.1,WITHOUT_CLASSIFICATION,"// At development time, the real factory may not be available. Just return null. //",no
783,emf-2.4.1,WITHOUT_CLASSIFICATION,// Do nothing,no
784,emf-2.4.1,WITHOUT_CLASSIFICATION,// This pop is safe because a section couldn't have been started without an include that pushed. //,no
785,emf-2.4.1,WITHOUT_CLASSIFICATION,"/* (non-Javadoc)   * @see org.eclipse.emf.codegen.merge.java.facade.FacadeHelper#doConvertToNode(java.lang.Object)   */",no
786,emf-2.4.1,WITHOUT_CLASSIFICATION,/*16A0..16FF;*/,no
787,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Cannot start with a '.', '-', or end with a '-'.",no
788,emf-2.4.1,WITHOUT_CLASSIFICATION,// Process this first. //,no
789,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore,no
790,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore this now //,no
791,emf-2.4.1,WITHOUT_CLASSIFICATION,// Don't overwrite exising file,no
792,emf-2.4.1,WITHOUT_CLASSIFICATION,/*2000..206F;*/,no
793,emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * Javadoc copied from interface.   */",no
794,emf-2.4.1,WITHOUT_CLASSIFICATION,// Register our directive. //,no
795,emf-2.4.1,WITHOUT_CLASSIFICATION,// Create an import manager for this compilation unit,no
796,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore it if there are multiple comments. //,no
797,emf-2.4.1,WITHOUT_CLASSIFICATION,// Do nothing.,no
798,emf-2.4.1,WITHOUT_CLASSIFICATION,/*2190..21FF;*/,no
799,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 7 of value (byte) -19,no
800,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Three arguments are expected: the .xml jControlModel URI, the source java URI, and the target java URI. //",no
801,emf-2.4.1,WITHOUT_CLASSIFICATION,// Do nothing,no
802,emf-2.4.1,WITHOUT_CLASSIFICATION,/*2500..257F;*/,no
803,emf-2.4.1,WITHOUT_CLASSIFICATION,// Don't overwrite exising file,no
804,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Interprets escaped characters according to Java literal rules, with one // exception: a single \ is taken literally, not as an error.",no
805,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 81 of value (byte) 33 // Fill 3 of value (byte) -19 // Fill 3714 of value (byte) 33,no
806,emf-2.4.1,WITHOUT_CLASSIFICATION,// protected static final EStructuralFeature CONTAINING_FEATURE = new EReferenceImpl(); // protected static final EStructuralFeature CONTAINER = new EReferenceImpl();,no
807,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 2 of value (byte) -19 // Fill 3 of value (byte) 33 // Fill 2 of value (byte) -19 // Fill 3 of value (byte) 33 // Fill 3 of value (byte) -19 // Fill 3 of value (byte) 33 // Fill 8 of value (byte) -19,no
808,emf-2.4.1,WITHOUT_CLASSIFICATION,/*2FF0..2FFF;*/,no
809,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 3 of value (byte) -19 // Fill 4 of value (byte) 33 // Fill 10 of value (byte) -87 // Fill 18 of value (byte) 33 // Fill 2 of value (byte) -87,no
810,emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * (non-Javadoc)   *    * @see org.eclipse.emf.ecore.util.ExtendedMetaData#getPackage(java.lang.String)   */",no
811,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 21 of value (byte) -87 // Fill 3 of value (byte) 33 // Fill 7 of value (byte) -87,no
812,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Entry entry = new Entry(eObject, CONTAINER); // return (InternalEObject)map.get(entry);",no
813,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore,no
814,emf-2.4.1,WITHOUT_CLASSIFICATION,// },no
815,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 23 of value (byte) -19,no
816,emf-2.4.1,WITHOUT_CLASSIFICATION,// This should never be called. //,no
817,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 7 of value (byte) -19,no
818,emf-2.4.1,WITHOUT_CLASSIFICATION,// },no
819,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 4 of value (byte) -87 // Fill 7 of value (byte) 33 // Fill 2 of value (byte) -87 // Fill 7 of value (byte) 33,no
820,emf-2.4.1,WITHOUT_CLASSIFICATION,/*3190..319F;*/,no
821,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 16 of value (byte) -19 // Fill 4 of value (byte) 33 // Fill 6 of value (byte) -87 // Fill 2 of value (byte) 33 // Fill 3 of value (byte) -87,no
822,emf-2.4.1,WITHOUT_CLASSIFICATION,// check for valid escape sequence,no
823,emf-2.4.1,WITHOUT_CLASSIFICATION,// Do nothing,no
824,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If there isn't an executable command we should maybe try a link operation, but only if we're allowed and not doing a link. //",no
825,emf-2.4.1,WITHOUT_CLASSIFICATION,// return a correctly sized result,no
826,emf-2.4.1,WITHOUT_CLASSIFICATION,/* EATM getDecoratedAdapterFactory().*/,no
827,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 4 of value (byte) 33 // Fill 2 of value (byte) -87 // Fill 8 of value (byte) -19,no
828,emf-2.4.1,WITHOUT_CLASSIFICATION,// check for valid escape sequence,no
829,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 2 of value (byte) -19 // Fill 6 of value (byte) -87,no
830,emf-2.4.1,WITHOUT_CLASSIFICATION,/*A000..A48F;*/,no
831,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 3 of value (byte) 33 // Fill 2 of value (byte) -19 // Fill 3 of value (byte) 33,no
832,emf-2.4.1,WITHOUT_CLASSIFICATION,// Remember the static instance. //,no
833,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Resolve relative URI to base URI - see RFC 2396 Section 5.2 // In some cases, it might make more sense to throw an exception // (when scheme is specified is the string spec and the base URI // is also specified, for example), but we're just following the // RFC specifications",no
834,emf-2.4.1,WITHOUT_CLASSIFICATION,// (,no
835,emf-2.4.1,WITHOUT_CLASSIFICATION,// rightmost domain label starting with digit indicates IP address // since top level domain label can only start with an alpha // see RFC 2396 Section 3.2.2,no
836,emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * @deprecated   */",no
837,emf-2.4.1,WITHOUT_CLASSIFICATION,"/* (non-Javadoc)   * @see org.eclipse.emf.ecore.xmi.XMLResource.XMLMap#getFeatures(org.eclipse.emf.ecore.EClass)   */",no
838,emf-2.4.1,WITHOUT_CLASSIFICATION,/*FB50..FDFF;*/,no
839,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 5 of value (byte) -87 // Fill 11 of value (byte) 33 // Fill 84 of value (byte) -19 // Fill 4 of value (byte) 33 // Fill 2 of value (byte) -87 // Fill 2 of value (byte) 33 // Fill 2 of value (byte) -87 // Fill 2 of value (byte) 33 // Fill 90 of value (byte) -19,no
840,emf-2.4.1,WITHOUT_CLASSIFICATION,// eContainer = newContainer; // eContainerFeatureID = newContainerFeatureID;,no
841,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 2 of value (byte) 33 // Fill 2 of value (byte) -19 // Fill 7 of value (byte) 33 // Fill 2 of value (byte) -19,no
842,emf-2.4.1,WITHOUT_CLASSIFICATION,// When setting the resource to null we assume that detach has already been called in the resource implementation //,no
843,emf-2.4.1,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
844,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 10 of value (byte) -19,no
845,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 7 of value (byte) -19 // Fill 3 of value (byte) 33 // Fill 4 of value (byte) -19 // Fill 2 of value (byte) 33 // Fill 6 of value (byte) -19 // Fill 4 of value (byte) 33 // Fill 13 of value (byte) -19 // Fill 5 of value (byte) 33 // Fill 3 of value (byte) -19,no
846,emf-2.4.1,WITHOUT_CLASSIFICATION,// Stop listening to the old one. //,no
847,emf-2.4.1,WITHOUT_CLASSIFICATION,"/* (non-Javadoc)   * @see org.eclipse.emf.ecore.xmi.XMLResource.XMLMap#getInfo(org.eclipse.emf.ecore.ENamedElement)   */",no
848,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore the further-most javadoc //,no
849,emf-2.4.1,WITHOUT_CLASSIFICATION,// Create annotations // http://www.eclipse.org/emf/2002/Ecore,no
850,emf-2.4.1,WITHOUT_CLASSIFICATION,// Try to select the items in the current content viewer of the editor. //,no
851,emf-2.4.1,WITHOUT_CLASSIFICATION,// Do nothing.,no
852,emf-2.4.1,WITHOUT_CLASSIFICATION,/*FF00..FFEF;*/,no
853,emf-2.4.1,WITHOUT_CLASSIFICATION,// Get what's left of the segments after trimming the prefix.,no
854,emf-2.4.1,WITHOUT_CLASSIFICATION,/*1D400..1D7FF;*/,no
855,emf-2.4.1,WITHOUT_CLASSIFICATION,// added since this encoding only differs w.r.t. presentation ,no
856,emf-2.4.1,WITHOUT_CLASSIFICATION,// Get the adapter from the factory. //,no
