projectname,classification,commenttext
emf-2.4.1,WITHOUT_CLASSIFICATION,// There are attributes to handle.
emf-2.4.1,WITHOUT_CLASSIFICATION,"// Make sure the file ends in "".ecore"". //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// genPackage can be a broken proxy
emf-2.4.1,WITHOUT_CLASSIFICATION,"// Create a page, set the title, and the initial model file name. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,"// We never directly set a multiplicity-many feature to a list directly.  Instead, we remove the old values // values, move the values that remain, and insert the new values.  If all old values are removed, we'll still // set it to an empty list, or unset it, as appropriate.  //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Get the resource... //
emf-2.4.1,WITHOUT_CLASSIFICATION,// absolute path or no path -> absolute path
emf-2.4.1,WITHOUT_CLASSIFICATION,// This gives us a directory... //
emf-2.4.1,WITHOUT_CLASSIFICATION,// This ensures that we handle selections correctly. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Set this for the container. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"// if the relative path is empty or ends in an empty segment, a parent  // reference, or a self reference, add a trailing separator to a // non-empty path"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore
emf-2.4.1,WITHOUT_CLASSIFICATION,"// This returns a name like employeeNumber formatted like 'Employee Number' // This returns the same as getCapName unless it starts with ""is"" in which case the ""is"" is stripped  // This returns the name to be used in accessor method names; it's the same as getCapName, unless this is the key or value of a map entry, for which ""Typed"" is prepended // This returns the name of the get array-based accessor method for the list feature. // This returns the name of the get accessor method for the feature, i.e., either ""is"" or ""get"" is prefixed to getAccessorName"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Create an adapter factory that yields item providers. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Do nothing
emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore
emf-2.4.1,WITHOUT_CLASSIFICATION,"// For a many-to-many association, the command can only be undoable if the value or owner is last in its // respective list, since the undo will include an inverse add.  So, if the value is last, but the owner is // not, we create an undoable compound command that removes from the opposite end and then inserts the new // value. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// eVirtualIndexBits[offset] = newIndexBits;
emf-2.4.1,WITHOUT_CLASSIFICATION,"// If there is no list to add to, no collection or an empty collection from which to add, or the index is out of range... //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// eVirtualValues = newValues;
emf-2.4.1,WITHOUT_CLASSIFICATION,"// This is package,  // so check the package information if this is in cat file. // If it is, then load the .cat file into the tree thereby traversing it; // otherwise, just traverse the tree. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Create the command stack that will notify this editor as commands are executed. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// no device: use base's
emf-2.4.1,WITHOUT_CLASSIFICATION,// Add a listener to set the most recent command's affected objects to be the selection of the viewer with focus. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"// Setting at an index. Make sure the index is valid, the type is valid, and the value isn't already in a // unique feature. Record the old value. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Try to select the affected objects. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"// since base must be hierarchical, and since a non-hierarchical URI // must have both scheme and opaque part, the complete absolute URI is // needed to resolve to a non-hierarchical URI"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Make sure it's okay. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"// If the other end is a many, then we should remove the owner from the old value's opposite feature so that undo will put it back. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Look for a likely plugin name. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Create type parameters
emf-2.4.1,WITHOUT_CLASSIFICATION,// Try to select the items in the current content viewer of the editor. //
emf-2.4.1,WITHOUT_CLASSIFICATION,//
emf-2.4.1,WITHOUT_CLASSIFICATION,"//if found ""no data"" just return null"
emf-2.4.1,WITHOUT_CLASSIFICATION,"// If it's a platform plugin URI, include it in the map. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// If it is changing... //
emf-2.4.1,WITHOUT_CLASSIFICATION,"// Keep track of all the entry features that are already in the feature map and that will be added, excluding // XML text, CDATA, and comments (if we're in a mixed type). //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Create the listener on demand. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"// else keep authority, device, path, and query"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Stop listening to the old one. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Determine the values to be added and add them at the right position. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"// note: it's okay for two URIs to share a segments array, since // neither will ever modify it"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Find the fragment root so that we can generate to the right location (by default). //
emf-2.4.1,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-2$ //$NON-NLS-3$
emf-2.4.1,WITHOUT_CLASSIFICATION,// Select the root object in the view. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * Returns the base portion of the dynamic template path.   */"
emf-2.4.1,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$
emf-2.4.1,WITHOUT_CLASSIFICATION,// Start listening to the new one. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * (non-Javadoc)   *    * @see org.eclipse.ui.IActionDelegate#run(org.eclipse.jface.action.IAction)   */"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Remember it. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Either delegate the call or return nothing. //
emf-2.4.1,WITHOUT_CLASSIFICATION,//  Remove any non-Java dependencies from being added. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Now we could check that the adapter implements interface ITableItemFontProvider. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"// It's okay for there not be a precompiled template, so fail quietly."
emf-2.4.1,WITHOUT_CLASSIFICATION,// Create package meta-data objects
emf-2.4.1,WITHOUT_CLASSIFICATION,/* EATM getDecoratedAdapterFactory().*/
emf-2.4.1,WITHOUT_CLASSIFICATION,"// We don't need to encode here because the only platform resource URIs in the map are for projects // whose names are the same as corresponding plug-in IDs, and hence never need to be encoded // (see EcorePlugin.computePlatformResourceToPlatformPluginMap()). //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Set the editors selection based on the current viewer's selection. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// }
emf-2.4.1,WITHOUT_CLASSIFICATION,// There must be at least one match. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"/*     * (non-Javadoc) Method declared on Dialog.     */"
emf-2.4.1,WITHOUT_CLASSIFICATION,// GenTypeParameter
emf-2.4.1,WITHOUT_CLASSIFICATION,// This implements the following order of preference: //   1. full refresh and update //   2. full refresh (add update if necessary) //   3. refresh element with update //   4. refresh element (if necessary) //   5. update element // 
emf-2.4.1,WITHOUT_CLASSIFICATION,// GenTypedElement
emf-2.4.1,WITHOUT_CLASSIFICATION,"// The try/catch provides backwards compatibility with the old resource // key, ""_UI_CreateChild_label"", and should be removed at the next // release, when we can expect users to regenerate. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Create the listener on demand. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// EATM Color startColor = display.getSystemColor(SWT.COLOR_LIST_SELECTION);
emf-2.4.1,WITHOUT_CLASSIFICATION,//GenRuntimeVersion
emf-2.4.1,WITHOUT_CLASSIFICATION,// These will be the children belonging to this feature. //
emf-2.4.1,WITHOUT_CLASSIFICATION,//GenModelPackage
emf-2.4.1,WITHOUT_CLASSIFICATION,"// There is no executable command, so we'd better nix the whole deal. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,"// this returns either ""attribute"", ""attribute list"", ""reference"", or ""reference list"""
emf-2.4.1,WITHOUT_CLASSIFICATION,// Do the encoding. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// getFirstFileExtension?
emf-2.4.1,WITHOUT_CLASSIFICATION,// Get the target object from the item widget and the mouse location in it. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// add variable fragment to new declaration
emf-2.4.1,WITHOUT_CLASSIFICATION,// Determine if we can create a valid command at the current location. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Load the resource through the editing domain. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * (non-Javadoc)   *    * @see org.eclipse.emf.ecore.util.ExtendedMetaData#getType(org.eclipse.emf.ecore.EPackage,   *      java.lang.String)   */"
emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * Javadoc copied from interface.   */"
emf-2.4.1,WITHOUT_CLASSIFICATION,"/** * <!-- begin-user-doc --> * The <b>Adapter Factory</b> for the model. * It provides an adapter <code>createXXX</code> method for each class of the model. * <!-- end-user-doc --> * @see org.eclipse.emf.mapping.ecore2xml.Ecore2XMLPackage * @generated */"
emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * Javadoc copied from interface.   */"
emf-2.4.1,WITHOUT_CLASSIFICATION,"// Otherwise, the source should be available now as event.data, and we // can create the command. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * Javadoc copied from interface.   */"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Either the IEditingDomainItemProvider or ITreeItemContentProvider item provider interface can give us // the children. //
emf-2.4.1,WITHOUT_CLASSIFICATION,/* EATM getDecoratedAdapterFactory().*/
emf-2.4.1,WITHOUT_CLASSIFICATION,// Initialize simple dependencies
emf-2.4.1,WITHOUT_CLASSIFICATION,// Create a page for the selection tree view. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"/** * <!-- begin-user-doc --> * The <b>Switch</b> for the model's inheritance hierarchy. * It supports the call {@link #doSwitch(EObject) doSwitch(object)} * to invoke the <code>caseXXX</code> method for each class of the model, * starting with the actual class of the object * and proceeding up the inheritance hierarchy * until a non-null result is returned, * which is the result of the switch. * <!-- end-user-doc --> * @see org.eclipse.emf.mapping.ecore2xml.Ecore2XMLPackage * @generated */"
emf-2.4.1,WITHOUT_CLASSIFICATION,// The content outline is just a tree. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Initialize created meta-data
emf-2.4.1,WITHOUT_CLASSIFICATION,//GenModelFactory
emf-2.4.1,WITHOUT_CLASSIFICATION,// current document reference: keep no path or query
emf-2.4.1,WITHOUT_CLASSIFICATION,// Set up the tree viewer. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"/**   * Calls <code>caseXXX</code> for each class of the model until one returns a non null result; it yields that result.   * <!-- begin-user-doc -->   * <!-- end-user-doc -->   * @return the first non-null result returned by a <code>caseXXX</code> call.   * @generated   */"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore if there is not substantial change. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// // Constructors //
emf-2.4.1,WITHOUT_CLASSIFICATION,"// lower all except the last upper case character if there are // more than one upper case characters in the beginning. // e.g. XSDElementContent -> xsdElementContent // However if the whole string is upper case, the whole string // is turned into lower case. // e.g. CPU -> cpu"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Mark meta-data to indicate it can't be changed
emf-2.4.1,WITHOUT_CLASSIFICATION,// Select the root object in the view. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"// Look for each unwrapped object as a value of a wrapper, replacing it with the first one found. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Make sure our popups work. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Set bounds for type parameters
emf-2.4.1,WITHOUT_CLASSIFICATION,// GenAnnotation
emf-2.4.1,WITHOUT_CLASSIFICATION,// It must be an unsettable feature to be empty and considered set. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * Javadoc copied from interface.   */"
emf-2.4.1,WITHOUT_CLASSIFICATION,// matching authorities and no device or path removal
emf-2.4.1,WITHOUT_CLASSIFICATION,"// always keep fragment, even if null, and use scheme from base; // no validation needed since all components are from existing URIs"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Register package validator
emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * Javadoc copied from interface.   */"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Check to see if a container is being put into a contained object. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Listen to selection so that we can handle it is a special way. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"//(new AddCommand(domain, mapping, mapping.ePackageMapping().getMapping_Nested(), siblingsToReparent));"
emf-2.4.1,WITHOUT_CLASSIFICATION,// // Static initialization //
emf-2.4.1,WITHOUT_CLASSIFICATION,/* Trick to import java.util.* without warnings */
emf-2.4.1,WITHOUT_CLASSIFICATION,// Set the selection to the widget. //
emf-2.4.1,WITHOUT_CLASSIFICATION,//$NON-NLS-1$
emf-2.4.1,WITHOUT_CLASSIFICATION,// Save only resources that have actually changed. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"// Do allow an existing MANIFEST.MF to be overwritten, since it may have been created as part of an empty EMF project. // Use the existence of a plugin.xml as a guard against overwriting in a project that has already been generated. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Add a listener to set the most recent command's affected objects to be the selection of the viewer with focus. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"// If there isn't an executable command we should maybe try a copy operation, but only if we're allowed and not doing a link. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Remember it. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"/*     * The type string must be qualified by its package uri, e.g. DTD.xmi:DTDElement.     * The package uri is used to look up the package by calling RefRegister.getPackage(uri).     */"
emf-2.4.1,WITHOUT_CLASSIFICATION,// This is the method that gets invoked when the operation runs. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// This will be the default return value. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Save the resources to the file system. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * (non-Javadoc)   *    * @see org.eclipse.emf.mapping.action.AddRootBottomAction#getBottomsToAdd()   */"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Refresh the necessary state. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Try again. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Something went wrong that shouldn't. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"// Otherwise, we could check that the adapter implements interface IItemColorProvider. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * Javadoc copied from interface.   */"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Now we could check that the adapter implements interface ITableItemColorProvider. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Remember the file. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// And delegate the call. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Do the work within an operation. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore
emf-2.4.1,WITHOUT_CLASSIFICATION,// Create a resource set //
emf-2.4.1,WITHOUT_CLASSIFICATION,// This turns a featureless set command into an operation to create a mapping. // This is invoked during drag and drop. //
emf-2.4.1,WITHOUT_CLASSIFICATION,//GenEnumImpl
emf-2.4.1,WITHOUT_CLASSIFICATION,//
emf-2.4.1,WITHOUT_CLASSIFICATION,// Get the URI of the model file. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// We've switch the operation! //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Select the new file resource in the current view. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"// If the type isn't Object, we need to cast. If it's a primitive, we need to unbox. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,"// use a stack to accumulate segments of base, except for the last // (i.e. skip trailing separator and anything following it), and of // relative path"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Now we want to find all the other objects with this same parent. // So we can collection siblings together and give the parent control over their removal. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"// We can't have a null name, in case we're using EMOF serialization. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Determine the object's parent. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// // Static initialization //
emf-2.4.1,WITHOUT_CLASSIFICATION,"// If it's an interface, then it will be treated as an EClass //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Create type parameters
emf-2.4.1,WITHOUT_CLASSIFICATION,"// this returns either ""EAttribute"" or ""EReference"""
emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore
emf-2.4.1,WITHOUT_CLASSIFICATION,"/*        eClass.getESuperTypes().addAll(extend);        eClass.getESuperTypes().addAll(unspecified);        eClass.getESuperTypes().addAll(mixin);        eClass.getESuperTypes().addAll(nonClass);        */"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Continue to compute the offset.
emf-2.4.1,WITHOUT_CLASSIFICATION,// Defer the handling of the opposite. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore
emf-2.4.1,WITHOUT_CLASSIFICATION,"// this guard is for extra security, but should not be necessary"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Remember the static instance. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// The entity handler is the best place to resolve and deresolve URIs since it can do it there just once to produce the entity. // So most often the entity handler will be a URI handler as well and when used as a URI handler will be an identity handler. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Switch to the new selection provider. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Do this first for better error message during setEParameterProperties. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Fake a selection changed event to update the menus. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// set properties
emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore.
emf-2.4.1,WITHOUT_CLASSIFICATION,"// Index counters into indices1, indices2, and indices.  //"
emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * Javadoc copied from interface.   */"
emf-2.4.1,WITHOUT_CLASSIFICATION,"// Just remember it; it's encoded later during execution, which is more efficient. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * Javadoc copied from interface.   */"
emf-2.4.1,WITHOUT_CLASSIFICATION,"// Remove objects from the owner list by index, starting from the end. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,//GenModelFactoryImpl
emf-2.4.1,WITHOUT_CLASSIFICATION,// We don't want to insert an object before or after itself... //
emf-2.4.1,WITHOUT_CLASSIFICATION,// add IANA to Java encoding mappings.
emf-2.4.1,WITHOUT_CLASSIFICATION,"// Create a code formatter for this compilation unit, if needed"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Get the resource... //
emf-2.4.1,WITHOUT_CLASSIFICATION,// This is the feedback we use to indicate drop on; it will only be used if the command is executable. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"// Get the resource parent, if its a file. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// We'd like the collection of replacements selected after this replace completes. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Set bounds for type parameters
emf-2.4.1,WITHOUT_CLASSIFICATION,"// Repeatedly select the lower index and corresponding object, and advance past the selected pair. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// This gives us a directory... //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Wrap any new children and add them to the map. Remove each current child from the set of old children. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore this soft dependency when it's not satisfied.
emf-2.4.1,WITHOUT_CLASSIFICATION,// Simply remove the object from the owner list. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Make up a unique new name here. //
emf-2.4.1,WITHOUT_CLASSIFICATION,/* Trick to import java.util.* without warnings */
emf-2.4.1,WITHOUT_CLASSIFICATION,// Prepare for CreateChild item addition or removal. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Check all the siblings to see which if any should now be nested under this new mapping. // The are accumulated into a list so that they can be removed as a single command with a single notification. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// J9 2.2 has problems assigning null to a Class variable. // 
emf-2.4.1,WITHOUT_CLASSIFICATION,/* Trick to import java.util.* without warnings */
emf-2.4.1,WITHOUT_CLASSIFICATION,// always returns original value
emf-2.4.1,WITHOUT_CLASSIFICATION,// We'll assume that the copy command can execute and that adding a copy of the clipboard // is the same test as adding the clipboard contents itself. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Recompute the read only state. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"// Use the original to do the add, but only if it's of the same type as the copy. // This ensures that if there is conversion being done as part of the copy, // as would be the case for a cross domain copy in the mapping framework, // that we do actually use the converted instance. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// add added super interfaces to the array
emf-2.4.1,WITHOUT_CLASSIFICATION,"//mappingRoot.ePackageMapping().getMapping_Outputs() : //mappingRoot.ePackageMapping().getMapping_Inputs(),"
emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * Javadoc copied from base class.   */"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Special case for a reference to Ecore to ensure that flag settings are respected and are set only for Ecore itself. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// not supported in JDOM    
emf-2.4.1,WITHOUT_CLASSIFICATION,//TestCase/unsetGenFeature.annotations.insert.javajetinc
emf-2.4.1,WITHOUT_CLASSIFICATION,// only 1 fragment left - revert the changes
emf-2.4.1,WITHOUT_CLASSIFICATION,// We'll assume that all the CreateCopyCommand's and InitializeCopyCommand's can execute. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * Javadoc copied from interface.   */"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Obtain other dependent packages
emf-2.4.1,WITHOUT_CLASSIFICATION,// split is performed
emf-2.4.1,WITHOUT_CLASSIFICATION,"// For RemoveCommand, we will find the owner by calling EditingDomain.getParent() on the object(s) being removed. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// not supported in JDOM
emf-2.4.1,WITHOUT_CLASSIFICATION,// setResourceFactoryRegister(new ExtensibleContextResourceFactoryRegister()); //EATM setResourceFactoryRegister(new ContextResourceFactoryRegister());
emf-2.4.1,WITHOUT_CLASSIFICATION,"// name already contains "".*"" - unset on demand property"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 2 of value (byte) -19 // Fill 2 of value (byte) 33 // Fill 4 of value (byte) -19 // Fill 2 of value (byte) 33
emf-2.4.1,WITHOUT_CLASSIFICATION,"// Three arguments are expected: the .xml getControlModel() URI, the source java URI, and the target java URI. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,"// For lists, maps, and feature maps, the default is many-valued, which can be overridden by an upper-bound declaration. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * Javadoc copied from interface.   */"
emf-2.4.1,WITHOUT_CLASSIFICATION,"// If there is no Ecore representation or it's invalid, e.g., when - is used to omit a specification, then just use the Java representation. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * Javadoc copied from interface.   */"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Containers are transient by default unless explicitly annotated otherwise. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * Javadoc copied from interface.   */"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Consider each GenModel location URI for each required plugin. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Prepare for CreateSibling item addition or removal. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Get extra icon and bounds for first column of ExtendedTableTreeItem. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Force an update because Eclipse hides empty menus now. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"// If the notification is an IViewerNotification, it specifies how ViewerRefresh should behave.  Otherwise fall // back to NotifyChangedToViewerRefresh, which determines how to refresh the viewer directly from the model // notification. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Remove any menu items for old selection. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// A SetCommand needs to go through SetCommand.create() to ensure it can execute and undo. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Query the new selection for appropriate new child/sibling descriptors //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Initialize enums and add enum literals
emf-2.4.1,WITHOUT_CLASSIFICATION,// Generate actions for selection; populate and redraw the menus. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"// Draw ellipses, offset if down. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Empty extension to limit the effect of suppressing the deprecation warning.
emf-2.4.1,WITHOUT_CLASSIFICATION,"/*  protected Command createSetCommand(EditingDomain domain, Object owner, Object feature, Object value)   {    return       ((IEditingDomainItemProvider)decoratedItemProvider).createCommand        (owner, domain, SetCommand.class, new CommandParameter(owner, feature, value));  }  protected Command createCopyCommand(EditingDomain domain, Object owner, CopyCommand.Helper helper)  {    return       ((IEditingDomainItemProvider)decoratedItemProvider).createCommand        (owner, domain, CopyCommand.class, new CommandParameter(owner, null, helper));  }  protected Command createCreateCopyCommand(EditingDomain domain, Object owner, CopyCommand.Helper helper)   {    return       ((IEditingDomainItemProvider)decoratedItemProvider).createCommand        (owner, domain, CreateCopyCommand.class, new CommandParameter(owner, null, helper));  }  protected Command createInitializeCopyCommand(EditingDomain domain, Object owner, CopyCommand.Helper helper)   {    return       ((IEditingDomainItemProvider)decoratedItemProvider).createCommand        (owner, domain, InitializeCopyCommand.class, new CommandParameter(owner, null, helper));  }  protected Command createRemoveCommand(EditingDomain domain, Object owner, Object feature, Collection collection)   {    return       ((IEditingDomainItemProvider)decoratedItemProvider).createCommand        (owner, domain, RemoveCommand.class, new CommandParameter(owner, feature, collection));  }  protected Command createReplaceCommand(EditingDomain domain, Object owner, Object feature, Object value, Collection collection)   {    return       ((IEditingDomainItemProvider)decoratedItemProvider).createCommand        (owner, domain, ReplaceCommand.class, new CommandParameter(owner, feature, value, collection));  }  protected Command createAddCommand(EditingDomain domain, Object owner, Object feature, Collection collection, int index)   {    return       ((IEditingDomainItemProvider)decoratedItemProvider).createCommand        (owner, domain, ReplaceCommand.class, new CommandParameter(owner, feature, collection, index));  }  protected Command createMoveCommand(EditingDomain domain, Object owner, Object feature, Object value, int index)   {    return       ((IEditingDomainItemProvider)decoratedItemProvider).createCommand        (owner, domain, ReplaceCommand.class, new CommandParameter(owner, feature, value, index));  }  protected Command createDragAndDropCommand    (EditingDomain domain, Object owner, float location, int operations, int operation, Collection collection)  {    DragAndDropCommand.Detail detail = new DragAndDropCommand.Detail(location, operations, operation);    return       ((IEditingDomainItemProvider)decoratedItemProvider).createCommand        (owner, domain, DragAndDropCommand.class, new CommandParameter(owner, detail, collection));  }*/"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Get the adapter from the factory. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Iterate over all the plugin IDs to determine the dependency closure. // The list grows as the plugins are visited. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Look into SubContributionItems //
emf-2.4.1,WITHOUT_CLASSIFICATION,"// else keep device, path, and query"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Delete the ActionContributionItems with matching action. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Now we could check that the adapter implements interface ITableItemColorProvider. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"// If it's really a contained child, return the feature for it. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,"// We'll need to keep track of the information we use to create the // command, so that we can recreate it in drop."
emf-2.4.1,WITHOUT_CLASSIFICATION,// Changes to the parameters should also update the label. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"// Returns true if the non-relative path includes segments that would be // collapsed when resolving; false otherwise.  If preserveRootParents is // true, collapsible segments include any empty segments, except for the // last segment, as well as and parent and self references.  If // preserveRootsParents is false, parent references are not collapsible if // they are the first segment or preceded only by other parent // references."
emf-2.4.1,WITHOUT_CLASSIFICATION,//The shared instance.
emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore the unset notification for an isMany feature; the value is boolean in this case. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Remember the static instance. //
