projectname,classification,commenttext
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//upper bound and margin OK; get log10 of upper bound
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//private Shape rightArrow;
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// add a second renderer with the same index as dataset2, now it will // be used"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//private Shape upArrow;
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// if the source point doesn't fall within a subplot, we do the // zoom on all subplots..."
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// NONE / NONE
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// in the rendering process, there is special handling for item // zero, so we can't support processing of visible data items only"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// verticalTickLabels
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// update (x1, y1), (x2, y2) and f1 and f2 using intersections // then recheck"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// axisLineStroke
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// negativeItemLabelPositionFallback
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// y
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// clip top and bottom bounds to data area
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// yearFormatter
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check arguments...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// locale
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// if series are in columns, then the categories are the row keys"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// showYear[]
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// when the dataset contains no series, we expect the range to be null"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// chars
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// do nothing if item is not visible
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// 1-Jan-2000
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// now repeat for a vertical axis
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// FIXED / RANGE
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// draw the annotations (if any)...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// standard test
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//end point is lower right corner --> diagonal gradient
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// TBLRC // 11000 - top and bottom only
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// The next 3 functions implement the RangeInfo interface. // Using saved limits (updated by each updateTime() call) significantly // improves performance.  WARNING: this code makes the simplifying // assumption that data is never negative.  Expand as needed for the // general case.
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// FIXED / NONE
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// by default, the renderer with index 0 is used"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// RANGE / FIXED
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,////////////////////////////////////////////////////////////////////////// // main include and excluded segments //////////////////////////////////////////////////////////////////////////
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// TBLRC // 00100 - left item only
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// this is the last period, but it is only partially visible // so check that the label will fit before displaying it..."
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// TBLRC // 00010 - right item only
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check that there is some data to display...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// FIXED / FIXED
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// CASE 1 : Comparing to another TimeSeriesDataItem object // -------------------------------------------------------
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// TBLRC // 10111
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"//only 1 power of 10 value, it's > 0 and its resulting // tick value will be larger than lower bound of data //decrement to generate more ticks"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// TBLRC // 00010 - right item only
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// draw the block without collecting entities
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// try case where right item is shorter than center item
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// initialize ChartPanel-specific tool tip delays with // values the from ToolTipManager.sharedInstance()
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// should be 2 items
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// if the incoming state is null, no information will be passed // back to the caller - but we create a temporary state to record // the plot area, since that is used later by the axes"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// TBLRC // 00011 - right and center items
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check if this addition will exceed the maximum item count...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// try case where left item is shorter than center item
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// here we check that the average marker will in fact be // visible before drawing it...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// TBLRC // 10110 - top, left and right"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check a series with one item
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// TBLRC // 00101 - left and center items
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// if we've been panning, we need to reset now that the mouse is  // released..."
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// TBLRC // 00110 - left and right items
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// add an entity for the item...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// TBLRC // 01010 - bottom and right only
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// otherwise look up the generator table
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// TBLRC // 00111 - left, right and center items"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// try an array containing a single Number and a null
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check independence
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// CASE 1 : Comparing to another Minute object // -------------------------------------------
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// TBLRC // 11100
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// positiveItemLabelPosition;
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// TBLRC // 11001
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// CASE 3 : Comparing to a non-TimePeriod object // ---------------------------------------------
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// rangeCrosshairVisible
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// add a value that isn't in the xRange
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// TBLRC // 11111 - all
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// a Collection containing a NaN will return Double.NaN for the result
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// TBLRC // 11110
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// special case - if the underlying rectangle uses ints we // need to create one that uses doubles
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// create dataset 1...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// set up popup menu...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// now map the dataset to the second xAxis
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// no need to create entity if we can't save it anyways...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// TBLRC // 10111
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// erase the zoom rectangle
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// TBLRC // 00110 - left and right items
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// CASE 3 : Comparing to a non-TimePeriod object // ---------------------------------------------
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// secondary DatasetDomainAxisMap...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// test a series with 1 item
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,/* XYSeries s = */
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// verify all timeline segments included in the // baseTimeline.segment are now exceptions
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// TBLRC // 10100 - top and left only
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// if the initial averaging period is to be excluded, then // calculate the lowest x-value to have an average calculated..."
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// seriesOutlineStrokeList
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// TBLRC // 11010 - top, bottom and right"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// TBLRC // 01100
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// initialize the members of ""seriesNames"" array so they won't be null:"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// remove a value
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// set up info collection...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// wrong outcome
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check that the series visible flag is observed
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// TBLRC // 01011 - bottom, right and center"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// change rendering order to ensure that bar overlapping is the // right way around
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check that removing by index also works
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// no additional methods required
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// now we should be allowed to change s1's key to anything but ""S2"""
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// standard case - plain XYDataset
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// TBLRC // 00111 - left, right and center items"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// either autoWidth is off or autoIntervalWidth was not set.
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// TBLRC // 01001 - bottom and center only
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//dmo: added this panel for colorbar control. (start dmo additions)
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// TBLRC // 10011 - top, right and center"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check that the listener lists are independent
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// TBLRC // 01110 - bottom. left and right
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// get the previous point and the next point so we can calculate a // ""hot spot"" for the area (used by the chart entity)..."
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// TBLRC // 01101 - bottom, left and center"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// TBLRC // 00011 - right and center items
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// TBLRC // 10000 - top item only
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check that the new bin doesn't overlap with any existing bin
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// TBLRC // 10010 - right and top only
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//private Paint arrowPaint;
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// TBLRC // 11011
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// defer null argument check
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// some setup...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// do nothing if item is not visible or null
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// Y format
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// handle three cases by dataset type
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// tooltip format
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"/* // ""Extras"" found useful when analyzing/verifying class behavior:    public Number getUntranslatedXValue(int series, int item)    {      return super.getXValue(series, item);    }    public float getUntranslatedY(int series, int item)    {      return super.getY(series, item);    }  */"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// date format
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"//  If data can be < 0, the next 2 methods should be modified"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// create subplot 1...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//  Create new dataset with keys above threshold percentThreshold
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// try a null value
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// now extrapolate based on label height and unit height...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// another test...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// end period is not in original series // this is first item AFTER end period // so this is last item BEFORE end
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// remove plot2, but plot1 is removed instead"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// the reverse transformed value will be in the start of the // next non-excluded and non-exception segment
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// x number format
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// MIDDLE: check d1, d2 and d3"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// format string...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// Add last point @ y=0 for fillPath and close path
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// x date format
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// suppresses compiler warning
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// y number format
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// add an entity for the item...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// orientation...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,/////////////////////////////////////////////////////////////////////////// // From SeriesDataset ///////////////////////////////////////////////////////////////////////////
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// create subplot 2...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// null will be returned
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// TBLRC // 11010 - top, bottom and right"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//yAdj = -descent - leading + (float) bounds.getHeight();
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// add the subplots...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// the actual panning occurs later in the mouseDragged()  // method
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// separatorPaint
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//apply upper margin by increasing upper bound:
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// TBLRC // 11001
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// now get the data and plot it (the visual representation will depend // on the m_Renderer that has been set)...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// labelBackgroundPaint
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// for item labels, we have a special case because there is the // possibility to draw (a) the regular item label near to just the // upper y-value, or (b) the regular item label near the upper y-value // PLUS an additional item label near the lower y-value."
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// axisOffset...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// Absolute value, since the relative x // positions are reversed for horizontal orientation"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// TBLRC // 00000 - no items
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// request with a negative index
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// columnRenderingOrder...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// try negative row index
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// domainAxes...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check independence
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// work out the number of periods to skip for labelling
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////////////////// // private attributes ////////////////////////////////////////////////////////////////////////////
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// TBLRC // 11110
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//turn off anti-aliasing when filling rectangles
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// draw shared domain axis...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// adjust the drawing area for the plot insets (if any)...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// TBLRC // 11101
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,/* shape filled = */
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// check handling when the dataset is a regular XYDataset, not an // XYZDataset..."
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// get the previous data point...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// rendering order...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// calculate the data area...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// domainAxisLocations...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// CASE 2 - object is mutable AND PublicCloneable
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// TBLRC // 11100
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// try a default instance
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// renderers...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// forces recalculation of the axis range
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// datasetToRangeAxisMap...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// closeTickPaint
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// rangeAxes...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// fake a dataset change event to update axes...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// rangeAxisLocations...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// some setup...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// datasetToDomainAxisMap...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// get a list of keys...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check independence
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//first tick of group; create label text
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// annotations
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// handle panning if we have a start point
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// draw the arrow...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// is there an alignment adjustment to be made?
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// rangeGridlinePaint
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// Generate the grid
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// outerSeparatorExtension
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// delegate argument checking to XYDataItem...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// rangeGridlineStroke
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"/* From outlier array sort out which are outliers and put these into         * an arraylist. If there are any farouts, set the flag on the         * OutlierListCollection         */"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// domainGridlineStroke
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,/* Rectangle2D hotspot = */
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// rowRenderingOrder...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// get the data point...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// domainGridlinesVisible
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// a key that hasn't been mapped should return the default group
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// background range markers...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// this should never happen with the existing code, but throw // an exception in case future changes make it possible..."
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// rangeCrosshairValue
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// default is to notify listeners when the // chart changes
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//parameter value is < -10 //calculate log using positive value:
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// starts at the front, finishes at the back (going // around the left side)"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// labelGenerator
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"/*         * we assum super is always initialized to all-zero matrix, so the         * total sum should be 0 upon initialization. However, we set it to         * Double.MIN_VALUE to get the same effect and yet avoid division by 0         * upon initialization.         */"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// rangeCrosshairVisible
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// starts at back, finishes at front (CLOCKWISE)"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// background domain markers
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// override default
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// foreground range markers...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// special case where the lowest x-value is >= xLow
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// foreground domain markers
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,/* BufferedImage image = */
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// rangeCrosshairStroke
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// make sure there are no exceptions
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// domainCrosshairRowKey
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//return toTimelineValue(dateDomainValue.getTime());
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// weight
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// work out if scaling is required...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// add a second renderer with the same index as dataset2, now it will // be used"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// don't zoom unless the mouse pointer is in the plot's data area
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//calculate power using positive value; then negate
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// create a new space object if one wasn't supplied...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check for independence
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// define the default locations for up to 8 axes...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// domainCrosshairColumnKey
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//// SERIES OUTLINE PAINT ////////////////////////////
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// fixed range axis space...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// ****************************************************************** //  More than 150 demo applications are included with the JFreeChart //  Developer Guide...for more information, see: // //  >   http://www.object-refinery.com/jfreechart/guide.html // // ******************************************************************"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// crosshairDatasetIndex
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// send a dataset change event to self...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// shadowGenerator
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// axis line paint...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// domainCrosshairStroke
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// adjust the drawing area for the plot insets (if any)...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// should get IllegalArgumentException for negative index
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// try a dataset with a single value
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//parameter value is <= 0 //use as-is
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// don't need to do anything
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// we didn't get an exception so all is good
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// the x value is not within the axis range
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// correct outcome
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// should be equal...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// dial outline paint
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//this.chartPanel.isRangeZoomable()) {
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// add a second dataset
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// get the current data item...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// labelFont
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check second argument less than first argument
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// labelPaint
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check index == getItemCount() throws exception
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// we should be able to give a dataset an arbitrary index
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// if the plot area is too small, just return..."
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// if multiple axes are mapped, the first in the list should be // returned..."
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// Set XOR mode to draw the zoom rectangle
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// we should be able to give a renderer an arbitrary index
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// outline paint
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// domainGridlinePaint
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// are we using the chart buffer?
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// add a second dataset
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// collect entity and tool tip information...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// add a second dataset
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// draw average - SPECIAL AIMS REQUIREMENT
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// toolTipGenerator
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// only draw if we have good values
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// wrong outcome
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// adjust the drawing area for plot insets (if any)...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// drawBorder
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// can we pan this plot?
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// tick label paint
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// force a redraw // new entity code...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// rangeGridlineStroke
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// update the linking line target for later // add an entity for the pie section
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// now map the dataset to the second xAxis
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// XYDataset only provides methods for reading a dataset...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// tick label font
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// remove the point i-periodCount out of the rolling sum.
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// value paint
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check if there are any values earlier than specified by the history // count...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// value font
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// set up some objects...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// needle paint
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// set a theme using the new shadow generator feature available in // 1.0.14 - for backwards compatibility it is not enabled by default
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//stroke
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// Draw the new zoom rectangle...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// tick label format
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// setTickValues was missing from ColorPalette v. 0.96 //colorPalette.setTickValues(this.axis.getTicks());
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//alpha
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// allowDuplicateValues
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// stroke
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// value 1
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// draw border
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// since the items are ordered, we could be more clever here and avoid // iterating over all the data"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//paint
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// as a class variable, initializes == 0"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// tick paint
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// END: check d3 and d4
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// meter angle
