ID,projectname,classification,Abstract,label
7251,argouml,WITHOUT_CLASSIFICATION,// Add settings from the settings registry.,no
7252,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.cognitive.ui.Wizard#makePanel(int)     */",no
7253,argouml,WITHOUT_CLASSIFICATION,// keep track of the visible window associated w/the component // useful during event filtering,no
7254,argouml,WITHOUT_CLASSIFICATION,"/*         * Updates stereotype setting, adds all children per treemodel 'build on         * demand' design.         *          * @see         * javax.swing.event.TreeWillExpandListener#treeWillExpand(javax.swing         * .event.TreeExpansionEvent)         */",no
7255,argouml,WITHOUT_CLASSIFICATION,"// show a chooser dialog for the file name, only xmi is allowed",no
7256,argouml,WITHOUT_CLASSIFICATION,"// If drop out, we're OK",no
7257,argouml,WITHOUT_CLASSIFICATION,"// If a toolbar was requested, create an empty one.",no
7258,argouml,WITHOUT_CLASSIFICATION,// Make sure we got what we started with,no
7259,argouml,WITHOUT_CLASSIFICATION,// Increase width to accommodate all tabs on one row.,no
7260,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.ui.UMLExpressionModel2#newExpression()     */",no
7261,argouml,WITHOUT_CLASSIFICATION,// TODO: Localize,no
7262,argouml,WITHOUT_CLASSIFICATION,"// Java SE 6 has a native GIF writer, but it's not in Java 5.  One // is available in the JAI-ImageIO library, but we don't currently // bundle that and at 6+ MB it seems like a heavyweight solution, but // I don't have time to produce a stripped down version right now - tfm // https://jai-imageio.dev.java.net/",no
7263,argouml,WITHOUT_CLASSIFICATION,// TODO: Localize,no
7264,argouml,WITHOUT_CLASSIFICATION,"/*     * @see GUISettingsTabInterface#handleSettingsTabCancel()     */",no
7265,argouml,WITHOUT_CLASSIFICATION,/* end class TabText */,no
7266,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.ui.UMLUserInterfaceContainer#formatNamespace(java.lang.Object)     */",no
7267,argouml,WITHOUT_CLASSIFICATION,"// If a recursive call from setVisible(), just return",no
7268,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.cognitive.Poster#getClarifier()     */",no
7269,argouml,WITHOUT_CLASSIFICATION,// ignored - we only care about open/closing,no
7270,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.cognitive.critics.Critic#toDoItem(java.lang.Object,     *      org.argouml.cognitive.Designer)     */",no
7271,argouml,WITHOUT_CLASSIFICATION,// windowOpen state will be changed when window is activated,no
7272,argouml,WITHOUT_CLASSIFICATION,// Create an instance of org.w3c.dom.Document,no
7273,argouml,WITHOUT_CLASSIFICATION,"/* We have to tell the settings tab in which project                     * the settings reside: */",no
7274,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.ui.targetmanager.TargetListener#targetAdded(     *      TargetEvent)     */",no
7275,argouml,WITHOUT_CLASSIFICATION,// ignored - we only care about open/closing,no
7276,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.util.List#indexOf(java.lang.Object)     */",no
7277,argouml,WITHOUT_CLASSIFICATION,// We only request focus the first time we become visible,no
7278,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.cognitive.ui.Wizard#doAction(int)     */",no
7279,argouml,WITHOUT_CLASSIFICATION,// Use Case,no
7280,argouml,WITHOUT_CLASSIFICATION,"/*         * @see org.argouml.uml.ui.UMLModelElementListModel2#isValidElement(Object)         */",no
7281,argouml,WITHOUT_CLASSIFICATION,// Do nothing - these buttons are not shown.,no
7282,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.cognitive.ui.Wizard#makePanel(int)     */",no
7283,argouml,WITHOUT_CLASSIFICATION,// Handle the same as an explicit cancel,no
7284,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.cognitive.Poster#stillValid(     *      org.argouml.cognitive.ToDoItem, org.argouml.cognitive.Designer)     */",no
7285,argouml,WITHOUT_CLASSIFICATION,// defer work until fetched/visible,no
7286,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.cognitive.critics.CrUML#getCriticizedDesignMaterials()     */",no
7287,argouml,WITHOUT_CLASSIFICATION,// Actor,no
7288,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.cognitive.critics.CrUML#getCriticizedDesignMaterials()     */",no
7289,argouml,WITHOUT_CLASSIFICATION,"/*     * @see GUISettingsTabInterface#getTabKey()     */",no
7290,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.cognitive.critics.CrUML#getCriticizedDesignMaterials()     */",no
7291,argouml,WITHOUT_CLASSIFICATION,// Set the tooltip string:,no
7292,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.cognitive.Poster#stillValid(     *      org.argouml.cognitive.ToDoItem, org.argouml.cognitive.Designer)     */",no
7293,argouml,WITHOUT_CLASSIFICATION,// ------------- Rule management --------------,no
7294,argouml,WITHOUT_CLASSIFICATION,"// slope of the line we're finding the normal to // is slope, and the normal is the negative reciprocal // slope is (p1.y - p2.y) / (p1.x - p2.x) // so recip is - (p1.x - p2.x) / (p1.y - p2.y)",no
7295,argouml,WITHOUT_CLASSIFICATION,// ----------- name -------------------------,no
7296,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.cognitive.critics.CrUML#predicate2(java.lang.Object,     *      org.argouml.cognitive.Designer)     */",no
7297,argouml,WITHOUT_CLASSIFICATION,// ------ all rules ----------,no
7298,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.ui.TabTarget#shouldBeEnabled(java.lang.Object)     */",no
7299,argouml,WITHOUT_CLASSIFICATION,"/** TODO: factor out     *     * @param rule the rule to be added     */",no
7300,argouml,WITHOUT_CLASSIFICATION,"/*         * @see javax.swing.event.TreeExpansionListener#treeCollapsed(         * javax.swing.event.TreeExpansionEvent)         */",no
7301,argouml,WITHOUT_CLASSIFICATION,// Put the current pane in a scroll pane.,no
7302,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.cognitive.critics.CrUML#getCriticizedDesignMaterials()     */",no
7303,argouml,WITHOUT_CLASSIFICATION,/* end class StylePanelFigText */,no
7304,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.ui.UMLUserInterfaceContainer#getProfile()     */",no
7305,argouml,WITHOUT_CLASSIFICATION,// NOTE: These must stay in this order to match rendering styles,no
7306,argouml,WITHOUT_CLASSIFICATION,"/* We aren't able to resize neither the top bound             * from the first region nor             * the bottom bound from the last region.             */",no
7307,argouml,WITHOUT_CLASSIFICATION,"// The boundary box as held in the target fig, and as listed in // the // boundary box style field (null if we don't have anything // valid)",no
7308,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.ui.TabTarget#getTarget()     */",no
7309,argouml,WITHOUT_CLASSIFICATION,// Change the fill colour,no
7310,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.ui.AbstractActionNavigate#navigateTo(java.lang.Object)     */",no
7311,argouml,WITHOUT_CLASSIFICATION,// Change the line colour,no
7312,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.diagram.state.ui.FigState#getInitialY()     */",no
7313,argouml,WITHOUT_CLASSIFICATION,// Can't do anything if we don't have a fig.,no
7314,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.cognitive.Poster#stillValid(     *      org.argouml.cognitive.ToDoItem, org.argouml.cognitive.Designer)     */",no
7315,argouml,WITHOUT_CLASSIFICATION,"// Parse the boundary box text. Null is // returned if it is empty or // invalid, which causes no change. Otherwise we tell // GEF we are making // a change, make the change and tell GEF we've // finished.",no
7316,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getRuleName()     */",no
7317,argouml,WITHOUT_CLASSIFICATION,"// Get the text in the field, and don't do anything if the // field is // empty.",no
7318,argouml,WITHOUT_CLASSIFICATION,// how to handle empty target lists? // probably the TabProps should only show an empty pane in that // case,no
7319,argouml,WITHOUT_CLASSIFICATION,// Parse the string as if // possible,no
7320,argouml,WITHOUT_CLASSIFICATION,"/*         * @see javax.swing.table.TableModel#getColumnClass(int)         */",no
7321,argouml,WITHOUT_CLASSIFICATION,// Empty implementation - we only care about keyTyped,no
7322,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.ui.AbstractActionNavigate#navigateTo(java.lang.Object)     */",no
7323,argouml,WITHOUT_CLASSIFICATION,// ignored - will never be called,no
7324,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.cognitive.critics.Critic#toDoItem(java.lang.Object,     *      org.argouml.cognitive.Designer)     */",no
7325,argouml,WITHOUT_CLASSIFICATION,// add preloading progress bar?,no
7326,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.ui.UMLExpressionModel2#getExpression()     */",no
7327,argouml,WITHOUT_CLASSIFICATION,// JasonsThemes,no
7328,argouml,WITHOUT_CLASSIFICATION,// TODO: The src_visibility tag doesn't appear to be created // anywhere by ArgoUML currently,no
7329,argouml,WITHOUT_CLASSIFICATION,// TODO - lets pass in Project as a constructor argument,no
7330,argouml,WITHOUT_CLASSIFICATION,/* Listen to name changes in the path (useful for e.g. Package): */,no
7331,argouml,WITHOUT_CLASSIFICATION,/* Make up a default */,no
7332,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.ui.AbstractActionNavigate#navigateTo(java.lang.Object)     */",no
7333,argouml,WITHOUT_CLASSIFICATION,/*lafClass == null ||*/,no
7334,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.ui.UMLExpressionModel2#newExpression()     */",no
7335,argouml,WITHOUT_CLASSIFICATION,// Set to the default LAF,no
7336,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.cognitive.critics.CrUML#getCriticizedDesignMaterials()     */",no
7337,argouml,WITHOUT_CLASSIFICATION,"/* top, left, bottom, right */",no
7338,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.Fig#setLineWidth(int)     */",no
7339,argouml,WITHOUT_CLASSIFICATION,// Set a custom LAF,no
7340,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.ui.UMLExpressionModel2#newExpression()     */",no
7341,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.JTree#fireTreeCollapsed(javax.swing.tree.TreePath)     */",no
7342,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.Fig#setFilled(boolean)     */",no
7343,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.JTree#setModel(javax.swing.tree.TreeModel)     */",no
7344,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.ui.UMLUserInterfaceComponent#targetChanged()     */",no
7345,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.plaf.metal.MetalTheme#getName()     */",no
7346,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.Fig#setBoundsImpl(int, int, int, int)     */",no
7347,argouml,WITHOUT_CLASSIFICATION,// TODO: Localize,no
7348,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.cognitive.critics.Critic#toDoItem(java.lang.Object,     *      org.argouml.cognitive.Designer)     */",no
7349,argouml,WITHOUT_CLASSIFICATION,// TODO: Localize,no
7350,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.cognitive.Poster#getClarifier()     */",no
7351,argouml,WITHOUT_CLASSIFICATION,"/* It looks better if the height increases, too */",no
7352,argouml,WITHOUT_CLASSIFICATION,// the model is changed - job done,no
7353,argouml,WITHOUT_CLASSIFICATION,// TODO: 10 and 120 were found by trial and error.  Calculate them.,no
7354,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.cognitive.critics.CrUML#getCriticizedDesignMaterials()     */",no
7355,argouml,WITHOUT_CLASSIFICATION,//pack();,no
7356,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.cognitive.critics.CrUML#predicate2(     *      java.lang.Object, org.argouml.cognitive.Designer)     */",no
7357,argouml,WITHOUT_CLASSIFICATION,// Not localized:,no
7358,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.ui.UMLUserInterfaceComponent#targetReasserted()     */",no
7359,argouml,WITHOUT_CLASSIFICATION,// Alphabetic order!,no
7360,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.cognitive.critics.Critic#initWizard(     *         org.argouml.cognitive.ui.Wizard)     */",no
7361,argouml,WITHOUT_CLASSIFICATION,/* end class AboutBox */,no
7362,argouml,WITHOUT_CLASSIFICATION,//These are the positions of child figs inside this fig //They must be added in the constructor in this order. //For now the name must not be last as this would force //zero width lines (until GEF is fixed),no
7363,argouml,WITHOUT_CLASSIFICATION,// saves the project,no
7364,argouml,WITHOUT_CLASSIFICATION,"/*     * Return true if the given object is a valid node in this graph.     *     * @see org.tigris.gef.graph.MutableGraphModel#canAddNode(java.lang.Object)     */",no
7365,argouml,WITHOUT_CLASSIFICATION,"/* MVW: We should use default font sizes as much as possible.         * BTW, this impacts only the width, and reduces readibility:         */",no
7366,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.cognitive.critics.CrUML#getCriticizedDesignMaterials()     */",no
7367,argouml,WITHOUT_CLASSIFICATION,//        setFont(LookAndFeelMgr.getInstance().getSmallFont());,no
7368,argouml,WITHOUT_CLASSIFICATION,"/* The stereoDim has height=2, even if it is empty,          * hence the -2 below: */",no
7369,argouml,WITHOUT_CLASSIFICATION,// This enables tooltips for tree; this one won't be shown:,no
7370,argouml,WITHOUT_CLASSIFICATION,"// For some reason, this alleged directory is a single file // This could be that there is some confusion or just // the normal, that a single file was selected and is // supposed to be imported.",no
7371,argouml,WITHOUT_CLASSIFICATION,// ------------ methods that override JTree methods ---------,no
7372,argouml,WITHOUT_CLASSIFICATION,// with a name...,no
7373,argouml,WITHOUT_CLASSIFICATION,// Look for stereotype,no
7374,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(java.lang.Object)     */",no
7375,argouml,WITHOUT_CLASSIFICATION,// Use default formatting for any other type of UML element,no
7376,argouml,WITHOUT_CLASSIFICATION,// The event source is the stub state's referenced state // or one of the referenced state's path.,no
7377,argouml,WITHOUT_CLASSIFICATION,// ------------- other methods ------------------,no
7378,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.ui.Clarifier#hit(int, int)     */",no
7379,argouml,WITHOUT_CLASSIFICATION,/* Labels at the left ... */,no
7380,argouml,WITHOUT_CLASSIFICATION,// and when the class changes name:,no
7381,argouml,WITHOUT_CLASSIFICATION,/* ... and fields at the right. */,no
7382,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.awt.event.MouseListener#mouseClicked(java.awt.event.MouseEvent)     */",no
7383,argouml,WITHOUT_CLASSIFICATION,/* The user's full name: */,no
7384,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.ui.Clarifier#setToDoItem(org.argouml.cognitive.ToDoItem)     */",no
7385,argouml,WITHOUT_CLASSIFICATION,"// Get the ends from the association (we know there are two), and the // types associated with them.",no
7386,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)     */",no
7387,argouml,WITHOUT_CLASSIFICATION,/* The user's email: */,no
7388,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.Fig#makeSelection()     */",no
7389,argouml,WITHOUT_CLASSIFICATION,/* The project description: */,no
7390,argouml,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
7391,argouml,WITHOUT_CLASSIFICATION,"/* This non-editable field shows          * the version of the ArgoUML          * that last saved this project: */",no
7392,argouml,WITHOUT_CLASSIFICATION,"/*         * @see javax.swing.event.ListSelectionListener#valueChanged(javax.swing.event.ListSelectionEvent)         */",no
7393,argouml,WITHOUT_CLASSIFICATION,// There is no default description.,no
7394,argouml,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
7395,argouml,WITHOUT_CLASSIFICATION,// //////,no
7396,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.ui.explorer.rules.AbstractPerspectiveRule#getChildren(java.lang.Object)     */",no
7397,argouml,WITHOUT_CLASSIFICATION,// Defer all work until we're actually needed,no
7398,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.cognitive.Critic#getCriticizedDesignMaterials()     */",no
7399,argouml,WITHOUT_CLASSIFICATION,// ////////////,no
7400,argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // class accessors,no
7401,argouml,WITHOUT_CLASSIFICATION,// //////////,no
7402,argouml,WITHOUT_CLASSIFICATION,"// TODO: The following can be used when we drop Java 5 support or // when an ImageIO GIF writer plugin is bundled //            cmd = new SaveGIFAction2(Translator.localize(""action.save-gif""));",no
7403,argouml,WITHOUT_CLASSIFICATION,// ignored,no
7404,argouml,WITHOUT_CLASSIFICATION,"// Leave logging commented out by default for efficiency //        LOG.debug(""determine rendering for: "" + value); //        LOG.debug(""show icon: "" + showIcon);",no
7405,argouml,WITHOUT_CLASSIFICATION,// ignored,no
7406,argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // event processing,no
7407,argouml,WITHOUT_CLASSIFICATION,// ignored,no
7408,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.base.Cmd#undoIt()     */",no
7409,argouml,WITHOUT_CLASSIFICATION,// these are blue in Metal Default Theme,no
7410,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.Fig#setFillColor(java.awt.Color)     */",no
7411,argouml,WITHOUT_CLASSIFICATION,// these are gray in Metal Default Theme,no
7412,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.Fig#setLineWidth(int)     */",no
7413,argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // ActionListener implementation,no
7414,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.ui.targetmanager.TargetListener#targetRemoved(org.argouml.ui.targetmanager.TargetEvent)     */",no
7415,argouml,WITHOUT_CLASSIFICATION,// //////,no
7416,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.Fig#setFillColor(java.awt.Color)     */",no
7417,argouml,WITHOUT_CLASSIFICATION,// /////,no
7418,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.application.api.ProgressMonitor#setMaximumProgress(int)     */",no
7419,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.plaf.metal.MetalTheme#getPrimary1()     */",no
7420,argouml,WITHOUT_CLASSIFICATION,//Accumulate a bounding box for all the Figs in the group.,no
7421,argouml,WITHOUT_CLASSIFICATION,//    private JCheckBox jchbBold = null;,no
7422,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.graph.GraphListener#nodeRemoved(org.tigris.gef.graph.GraphEvent)     */",no
7423,argouml,WITHOUT_CLASSIFICATION,//    private JCheckBox jchbItalic = null;,no
7424,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.cognitive.Poster#getClarifier()     */",no
7425,argouml,WITHOUT_CLASSIFICATION,// Initialize font faces list,no
7426,argouml,WITHOUT_CLASSIFICATION,/* end class ActionCreatePseudostate */,no
7427,argouml,WITHOUT_CLASSIFICATION,// Most of this code originates from ActionOpenProject.,no
7428,argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // main methods,no
7429,argouml,WITHOUT_CLASSIFICATION,// Initialize font sizes list,no
7430,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.cognitive.ui.Wizard#canFinish()     */",no
7431,argouml,WITHOUT_CLASSIFICATION,/* Try adding the extension from the chosen filter. */,no
7432,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.ui.SourcePathController#deleteSourcePath(java.lang.Object)     */",no
7433,argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // MouseListener implementation,no
7434,argouml,WITHOUT_CLASSIFICATION,"// keep d even or odd, just like the line width:",no
7435,argouml,WITHOUT_CLASSIFICATION,// ignored,no
7436,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.ui.targetmanager.TargetListener#targetSet(org.argouml.ui.targetmanager.TargetEvent)     */",no
7437,argouml,WITHOUT_CLASSIFICATION,// ignored,no
7438,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.graph.GraphListener#graphChanged(org.tigris.gef.graph.GraphEvent)     */",no
7439,argouml,WITHOUT_CLASSIFICATION,// ignored,no
7440,argouml,WITHOUT_CLASSIFICATION,"/*         * @see org.argouml.uml.ui.UMLModelElementListModel2#buildModelList()         */",no
7441,argouml,WITHOUT_CLASSIFICATION,// ignored,no
7442,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.profile.internal.ocl.ModelInterpreter#getBuiltInSymbol(java.lang.String)     */",no
7443,argouml,WITHOUT_CLASSIFICATION,// Load project at slightly lower priority to keep UI responsive,no
7444,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.util.Collection#isEmpty()     */",no
7445,argouml,WITHOUT_CLASSIFICATION,/* end class ProjectBrowser */,no
7446,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.reveng.ImportCommon#isCreateDiagramsChecked()     */",no
7447,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.lang.Runnable#run()     */",no
7448,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.diagram.state.ui.FigState#getInitialWidth()     */",no
7449,argouml,WITHOUT_CLASSIFICATION,// these are blue in Metal Default Theme,no
7450,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.ui.UMLExpressionModel2#newExpression()     */",no
7451,argouml,WITHOUT_CLASSIFICATION,// these are gray in Metal Default Theme,no
7452,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.diagram.ui.FigEdgeModelElement#getDestination()     */",no
7453,argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // KeyListener implementation,no
7454,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.diagram.state.ui.FigHistoryState#getH()     */",no
7455,argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // ListSelectionListener implementation,no
7456,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.ui.UMLExpressionModel2#setExpression(java.lang.Object)     */",no
7457,argouml,WITHOUT_CLASSIFICATION,// diagrams are not placed in search results,no
7458,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(     *         java.lang.Object)     */",no
7459,argouml,WITHOUT_CLASSIFICATION,// no related,no
7460,argouml,WITHOUT_CLASSIFICATION,// now remove the ones already applied.,no
7461,argouml,WITHOUT_CLASSIFICATION,"//TODO: tabs for class, state, usecase, help",no
7462,argouml,WITHOUT_CLASSIFICATION,// load of the new project // just reuse of the ActionOpen object,no
7463,argouml,WITHOUT_CLASSIFICATION,// empty implementation - we only handle mouseClicked,no
7464,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.diagram.state.ui.FigState#getInitialX()     */",no
7465,argouml,WITHOUT_CLASSIFICATION,"/* The south panel always has tabs - but they are             * added (later) elsewhere.             */",no
7466,argouml,WITHOUT_CLASSIFICATION,//Remove the element from Available List,no
7467,argouml,WITHOUT_CLASSIFICATION,// loads the project,no
7468,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.awt.event.WindowListener#windowIconified(java.awt.event.WindowEvent)     */",no
7469,argouml,WITHOUT_CLASSIFICATION,// default tab todo,no
7470,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.Fig#setFillColor(java.awt.Color)     */",no
7471,argouml,WITHOUT_CLASSIFICATION,// Special case for backward compatibility,no
7472,argouml,WITHOUT_CLASSIFICATION,"// Add the path of the model to the search path, so we can // read dependent models",no
7473,argouml,WITHOUT_CLASSIFICATION,// default tab todo,no
7474,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.ui.UMLExpressionModel2#setExpression(java.lang.Object)     */",no
7475,argouml,WITHOUT_CLASSIFICATION,// Select prop panel if current panel is not appropriate // for selected target,no
7476,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.persistence.XmiFilePersister#isSaveEnabled()     */",no
7477,argouml,WITHOUT_CLASSIFICATION,// not visible any more - so remove as listener,no
7478,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.diagram.ui.AbstractActionRadioMenuItem#toggleValueOfTarget(java.lang.Object)     */",no
7479,argouml,WITHOUT_CLASSIFICATION,// update the previously selected tab,no
7480,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.ui.UMLExpressionModel2#newExpression()     */",no
7481,argouml,WITHOUT_CLASSIFICATION,// The other tabs need to be updated depending on the selection.,no
7482,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(java.lang.Object)     */",no
7483,argouml,WITHOUT_CLASSIFICATION,// empty implementation - we only handle mouseClicked,no
7484,argouml,WITHOUT_CLASSIFICATION,"/*         * If center points are ""close enough"" we just adjust the endpoints         * of the line a little bit.  Otherwise we add a jog in the middle to         * deal with the offset.         *         * TODO: Epsilon is currently fixed, but could probably be computed         * dynamically as 10% of the width of the narrowest figure or some         * other value which is visually not noticeable.         */",no
7485,argouml,WITHOUT_CLASSIFICATION,// empty implementation - we only handle mouseClicked,no
7486,argouml,WITHOUT_CLASSIFICATION,// we could check for base class of the stereotype but the // condition normally covers it all.,no
7487,argouml,WITHOUT_CLASSIFICATION,// empty implementation - we only handle mouseClicked,no
7488,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.ui.UMLComboBoxModel#buildModelList()     */",no
7489,argouml,WITHOUT_CLASSIFICATION,// TODO: Quick return here for target == null? - tfm,no
7490,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.diagram.ui.UMLDiagram#getDependentElement()     */",no
7491,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.event.DocumentListener#insertUpdate(javax.swing.event.DocumentEvent)     */",no
7492,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.diagram.ui.UMLDiagram#getLabelName()     */",no
7493,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.event.DocumentListener#removeUpdate(javax.swing.event.DocumentEvent)     */",no
7494,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.ui.SourcePathController#getSourcePath(java.lang.Object)     */",no
7495,argouml,WITHOUT_CLASSIFICATION,"// Process the listeners last to first, notifying // those that are interested in this event",no
7496,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.ui.TabTarget#refresh()     */",no
7497,argouml,WITHOUT_CLASSIFICATION,// Lazily create the event:,no
7498,argouml,WITHOUT_CLASSIFICATION,"/*    	     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)    	     */",no
7499,argouml,WITHOUT_CLASSIFICATION,// Lazily create the event:,no
7500,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.diagram.ui.UMLDiagram#setNamespace(java.lang.Object)     */",no
7501,argouml,WITHOUT_CLASSIFICATION,// Lazily create the event:,no
7502,argouml,WITHOUT_CLASSIFICATION,"/*     * @see junit.framework.TestCase#setUp()     */",no
7503,argouml,WITHOUT_CLASSIFICATION,// Lazily create the event:,no
