Document Title,Abstract,Year,PDF Link,label,code,time
,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// initialize the two minor diagonals of A to 1,,,unknown,no,0
,// Key // Value,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,"// no implementation at this time, since // we bypass the idea of having a console // tool to generate test plans. Instead // I decided to have a sampler that uses // the generator and parser directly",,,unknown,no,0
,"// Timeout occurred. Ignore, and keep looping until we're // told to stop running.",,,unknown,no,0
,// now we create the compiled pattern and // add it to the arraylist,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// initialize B,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// we do a quick check to see if any // filters are set. If not we just // return false to be efficient.,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// The object used for each row,,,unknown,no,0
,// double check this logic make sure it // makes sense,,,unknown,no,0
,//+ JMX file attributes // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ //- JMX file attributes,,,unknown,no,0
,// di (degree 0),,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,"// Check if the entry index corresponds to a tag, if so return the tag // This also works if the tags were not translated",,,unknown,no,0
,"// exclusion filter assumes most of // the files are used, therefore // usefile is set to true, unless // it matches.",,,unknown,no,0
,"// the other object has an empty value, so remove this value from the merged object",,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,//OK //OK // Don't copy this; it is per instance resultFileName = res.resultFileName;,,,unknown,no,0
,"// do nothing. it's naive, but since // the utility is meant to parse access // logs the formatting should be correct",,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// could be null if it has been deleted via NameUpdater,,,unknown,no,0
,// $NON-NLS-1$ // $NON-NLS-1$,,,unknown,no,0
,// Set up the 1st table Result with empty headers,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,// Called by XPathAssertionGui,,,unknown,no,0
,// Set up the 2nd table ,,,unknown,no,0
,// creation of the interpolation structure,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,"// called from ctor, so must not be overridable",,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// invalid dates must be treated as expired,,,unknown,no,0
,// local variables,,,unknown,no,0
,// The object used for each row,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// we tokenize using double quotes. this means // for tomcat we should have 3 tokens if there // isn't any additional information in the logs,,,unknown,no,0
,// Allow for old format file without mechanism support,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// Key // Value,,,unknown,no,0
,// local variables,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// there should only be one token // that starts with slash character,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// The object used for each row,,,unknown,no,0
,// Request headers column renderers,,,unknown,no,0
,"//++JMX attribute names - do not change the values! // These were moved from SMTPSampler, which is why the prefix is still SMTSampler // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ //--JMX attribute names",,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// the polynomial calculation is done by the (fast) Euler method,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// clear results table before filling,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// Display with same order HTTP protocol,,,unknown,no,0
,"// If we know the content length, we can allow the reading of // the request to block until more data arrives. // If it is chunked transfer, we cannot allow the reading to // block, because we do not know when to stop reading, because // the chunked transfer is not properly supported yet",,,unknown,no,0
,// computes auto-scaling and absolute plots,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// can be null - e.g. if URL was invalid,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// Parsed request headers,,,unknown,no,0
,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$,,,unknown,no,0
,// shouldn't draw negative values,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,"// Outer only once + (""three"" + (""four"" + ""five"" + ""six"" + ""seven"") * innerLoopCount) * outerLoopCount;  ",,,unknown,no,0
,"/* (non-Javadoc)     * @see org.apache.jmeter.visualizers.request.RequestView#init()     */",,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,// $NON-NLS-1$ // SOAP request (generally) //blank name // $NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// Request headers column renderers,,,unknown,no,0
,// Jacobi convergence test,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// bi (degree 2),,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// ai (degree 3),,,unknown,no,0
,"/*     * Send POST data from <code>Entry</code> to the open connection.     *     * @param connection     *            <code>URLConnection</code> where POST data should be sent     * @return a String show what was posted. Will not contain actual file upload content     * @exception IOException     *                if an I/O exception occurs     */",,,unknown,no,0
,// check that there aren't any extra entries,,,unknown,no,0
,"// No text, but using fragment mode",,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,// Obtain message formats: //$NON-NLS-1$ //$NON-NLS-1$,,,unknown,no,0
,// intermediate arrays,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// do nothing,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// init newX and oldX arrays to 0,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,"// Hint to background color on bottom tabs (grey, not blue)",,,unknown,no,0
,"// verify t belongs to the curve (range [0, _m-1])",,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,// $NON-NLS-1$ // $NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// seek the good interval for t and get the piece of curve on it,,,unknown,no,0
,// $NON-NLS-1$ // $NON-NLS-1$,,,unknown,no,0
,// computes interpolation coefficients,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// The value is encoded in the specified encoding,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$ //-- JMX tag values,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,// better ISO-8859-1 than UTF-8,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// Match /../[../] etc. // $NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// skip expensive processing if it cannot apply // $NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$ // Concatenate query post if exists,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// document or context-relative URL like: // '/path/to' // OR '../path/to' // OR '/path/to/../path/',,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// path is between idx='pathStartIndex' (inclusive) and // idx='pathEndIndex' (exclusive),,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// $NON-NLS-1$ // $NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// We assume the name is always encoded according to spec,,,unknown,no,0
,// LRUMap does not support generics currently,,,unknown,no,0
,"// If set, this is the regex that is used to extract the status from the // response // NOT implemented yet private static final String STATUS_REGEX = // JMeterUtils.getPropDefault(""tcp.status.regex"","""");",,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// ditto // $NON-NLS-1$,,,unknown,no,0
,/* Implements JMeterGuiComponent.createTestElement() */,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// find path endIndex,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// Try a real encoded argument,,,unknown,no,0
,"// called from ctor, so must not be overridable",,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// install new path,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// Must be done before setContentType,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// This ensures tha HttpClient knows about the protocol,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// Find all the classes which implement the JavaSamplerClient // interface.,,,unknown,no,0
,// Now allow the URL handling to work.,,,unknown,no,0
,//$NON-NLS-1$ //$NON-NLS-2$  //$NON-NLS-1$,,,unknown,no,0
,// now we create the compiled pattern and // add it to the arraylist,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// not needed for HttpClient,,,unknown,no,0
,// can be specified in jmeter.properties //$NON-NLS-1$,,,unknown,no,0
,// Perform the encoding,,,unknown,no,0
,"// called from ctor, so must not be overridable",,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,"// Encode according to the HTTP spec, i.e. UTF-8",,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,"// we don't want interrupt to try disconnection again // We don't want to continue using this connection, even if KeepAlive is set // May not exist",,,unknown,no,0
,"// if the string contains atleast one double // quote and checkMethod is true, go ahead // and tokenize the string.",,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// we return the original string,,,unknown,no,0
,// Test CSV file with a header line and recycle is true,,,unknown,no,0
,// convert the Parameters,,,unknown,no,0
,"// Send different event wether we are merging a test plan into another test plan, // or loading a testplan from scratch",,,unknown,no,0
,// avoid possible NPE when trimming the name,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// number of nodes,,,unknown,no,0
,// Set up the 3rd table ,,,unknown,no,0
,// the keystore for use by the Proxy,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,// There's a few properties which are excluded from this processing:,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// number of non extreme nodes (_m-2),,,unknown,no,0
,// Huh! don't store this one!,,,unknown,no,0
,// the number of nodes is defined by the length of r,,,unknown,no,0
,"/*     * (non-Javadoc)     *     * @see org.apache.jmeter.util.LocaleChangeListener#localeChanged(org.apache.jmeter.util.LocaleChangeEvent)     */",,,unknown,no,0
,// grab the nodes,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// indicate that an error occured,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// read one line at a time using // BufferedReader,,,unknown,no,0
,// Bug can generate RTE,,,unknown,no,0
,"// variables maintained by server code // @GuardedBy(""sampleStore"") // maintain separate count of samples for speed",,,unknown,no,0
,"// check the URL for ""?"" symbol",,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// do nothing,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// get the text response and image icon // to determine which is NOT null,,,unknown,no,0
,// Create the split pane,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,"// this.READER = new BufferedReader(new // FileReader(this.SOURCE)); // parse(this.READER,el);",,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// we clean the line to get // rid of extra stuff,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,// now we set request method,,,unknown,no,0
,// Find the last controller in the target to store the // sampler there:,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// increment the current count,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// increment the current count,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,"// we filter the line first, before we try // to separate the URL into file and // parameters.",,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// current default language properties file,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,"// in the case when the filter is not set, we // parse all the lines",,,unknown,no,0
,// End the previous multipart,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// Deliberate use of deprecated ctor // Create non-GUI version to avoid headless problems,,,unknown,no,0
,// Dynamic proxy overrules static proxy,,,unknown,no,0
,"// If a table cell is being edited, we should accept the current value // and stop the editing before adding a new row.",,,unknown,no,0
,// AVG DELAY,,,unknown,no,0
,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ // removed expiration because it's just an annoyance for static cookies,,,unknown,no,0
,// N.B. HostConfiguration.equals() includes proxy settings in the compare.,,,unknown,no,0
,"// If a table cell is being edited, we must cancel the editing // before deleting the row.",,,unknown,no,0
,"// If we have both file as body, and form data, then only form data will be sent",,,unknown,no,0
,// Replacement only needs to occur when starting the engine // @see StandardJMeterEngine.run(),,,unknown,no,0
,// Set up any required Proxy credentials,,,unknown,no,0
,"// If a table cell is being edited, we should accept the current // value and stop the editing before adding a new row.",,,unknown,no,0
,// for result,,,unknown,no,0
,// Skip parameters with a blank name (allows use of optional variables in parameter lists),,,unknown,no,0
,// Prepare the Request tabbed pane,,,unknown,no,0
,// Allow HttpClient to handle the redirects:,,,unknown,no,0
,//$NON-NLS-1$ //$NON-NLS-1$,,,unknown,no,0
,"// This is a daemon thread, which should only reach here if there are other // non-daemon threads still active",,,unknown,no,0
,// Set all the headers from the HeaderManager,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,"// Hint to background color on bottom tabs (grey, not blue)",,,unknown,no,0
,"/*             * GenericController sub_1 = new GenericController();             * sub_1.addTestElement(new IfController(""3==3""));             * controller.addTestElement(sub_1); controller.addTestElement(new             * IfController(""false==true""));             */",,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,// Disable DELETE if there are no rows in the table to delete.,,,unknown,no,0
,// header[0] is not the status line... // $NON-NLS-1$,,,unknown,no,0
,"// Because CollectionProperty.mergeIn will not prevent adding two // properties of the same name, we need to select the first value so // that this element's values prevail over defaults provided by // configuration // elements:",,,unknown,no,0
,"// Buffer to hold the post body, except file content",,,unknown,no,0
,/* Implements JMeterGUIComponent.modifyTestElement(TestElement) */,,,unknown,no,0
,// Process command line property definitions // These can potentially occur multiple times,,,unknown,no,0
,// null means use the default,,,unknown,no,0
,// $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$,,,unknown,no,0
,// use later,,,unknown,no,0
,// Set up the local address if one exists,,,unknown,no,0
,"// This column actually consists of a row with two sub-columns // The first column contains the labels, and the second // column contains the fields.",,,unknown,no,0
,"// Method left empty here, but allows subclasses to override",,,unknown,no,0
,// Default checked // $NON-NLS-1$,,,unknown,no,0
,// Instantiate requestview classes,,,unknown,no,0
,"// if use dynamic graph size is checked, we disable the dimension fields",,,unknown,no,0
,// remove any port specification // $NON-NLS-1$ $NON-NLS-2$,,,unknown,no,0
,// Sampler selection,,,unknown,no,0
,// Get all the request headers,,,unknown,no,0
,// e.g. started from IDE with full classpath // Allow override $NON-NLS-1$ $NON-NLS-2$,,,unknown,no,0
,// Ensure transient object is created by the server,,,unknown,no,0
,// draw the Y axis,,,unknown,no,0
,"// the test plan has to have more than 200 samples // for it to generate half way decent distribution // graph. the larger the sample, the better the // results.",,,unknown,no,0
,// e.g. some kinds of invalid URL,,,unknown,no,0
,"// Set up the graph with header, footer, Y axis and graph display",,,unknown,no,0
,// DELAY DEVIATION,,,unknown,no,0
,"// Ensure that directory URLs end in ""/"" // $NON-NLS-1$ // $NON-NLS-1$",,,unknown,no,0
,// already include the \r\n,,,unknown,no,0
,"/*             * The following is needed for HTTPClient.             * (originally tried doing this in HTTPSampler2,             * but it appears that it was done too late when running in GUI mode)             * Set the commons logging default to Avalon Logkit, if not already defined             */",,,unknown,no,0
,// last \r\n before response data,,,unknown,no,0
,// $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // jmeter.log // $NON-NLS-1$ // sample result log file // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$,,,unknown,no,0
,// Lazy init,,,unknown,no,0
,"/*     * -----------------------------------------------------------------------     * Methods     * -----------------------------------------------------------------------     */",,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,"/*     * Listen to test and handle tidyup after non-GUI test completes.     * If running a remote test, then after waiting a few seconds for listeners to finish files,     * it calls ClientJMeterEngine.tidyRMI() to deal with the Naming Timer Thread.     */",,,unknown,no,0
,// All needed to ensure re-usablility,,,unknown,no,0
,// only add Summariser if it can not be shared with the ResultCollector,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,// Set the content type,,,unknown,no,0
,"// It is a normal post request, with parameter names and values",,,unknown,no,0
,// NOOP,,,unknown,no,0
,// Highlight (select) the appropriate row.,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,// all table cells are editable,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// Is Destination setup static? else dynamic // $NON-NLS-1$ // default to maintain compatibility,,,unknown,no,0
,// $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// We get the posted bytes using the encoding used to create it,,,unknown,no,0
,// && !isPathExtensionNoEquals(),,,unknown,no,0
,"// If getSendFileAsPostBody returned true, it's sure that file is not null",,,unknown,no,0
,// $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // Look and Feel prefix // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ enable/disable // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$,,,unknown,no,0
,// Used for per-thread/user numbers,,,unknown,no,0
,//$NON-NLS-1$ //$NON-NLS-1$,,,unknown,no,0
,"// If a content encoding is specified, we set it as http parameter, so that // the post body will be encoded in the specified content encoding",,,unknown,no,0
,// For example: // jar:file:/JMeter/lib/ext/ApacheJMeter_core.jar!/org/apache/jmeter/util/JMeterVersion.class // or if using an IDE         // file:/workspaces/JMeter/build/core/org/apache/jmeter/util/JMeterVersion.class,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// $NON_NLS-1$,,,unknown,no,0
,"// If none of the arguments have a name specified, we // just send all the values as the post body",,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// Used by SampleSaveConfigurationConverter.unmarshall(),,,unknown,no,0
,"/*     * Implementation notes:     *     * All of the methods in this class are currently read-only. If update     * methods are included in the future, they should be defined so that a     * single instance of JavaSamplerContext can be associated with each thread.     * Therefore, no synchronization should be needed. The same instance should     * be used for the call to setupTest, all calls to runTest, and the call to     * teardownTest.     */",,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// NOOP,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// .sendMultipartWithoutFileContent(bos);,,,unknown,no,0
,"// Table still contains one or more rows, so highlight // (select) the appropriate one.",,,unknown,no,0
,// Check if we should do a multipart/form-data or an // application/x-www-form-urlencoded post request,,,unknown,no,0
,// only contains Argument (or HTTPArgument),,,unknown,no,0
,"// If a content encoding is specified, we use that as the // encoding of any parameter values",,,unknown,no,0
,"/*     * Evaluate the condition, which can be:     * blank or LAST = was the last sampler OK?     * otherwise, evaluate the condition to see if it is not ""false""     * If blank, only evaluate at the end of the loop     *     * Must only be called at start and end of loop     *     * @param loopEnd - are we at loop end?     * @return true means OK to continue     */",,,unknown,no,0
,// Write the request to our own stream,,,unknown,no,0
,"// If a table cell is being edited, we should accept the current value // and stop the editing before adding a new row.",,,unknown,no,0
,// Create the parts // Add any parameters,,,unknown,no,0
,// 300 codes tell client to do actions,,,unknown,no,0
,// $NON-NLS-1$ this is the default used by HttpClient,,,unknown,no,0
,"/*     * Use regexes to match the source data     */",,,unknown,no,0
,// Allow the mimetype of the file to control the content type,,,unknown,no,0
,// This is applied to fields that should cause a restart when changed // $NON-NLS-1$,,,unknown,no,0
,// We just add placeholder text for file content,,,unknown,no,0
,// Proxy can take some while to start up; show a wating cursor,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,//- action names,,,unknown,no,0
,// We have credentials - should we set pre-emptive authentication?,,,unknown,no,0
,// Prevent both redirect types from being selected,,,unknown,no,0
,// We don't know how many entries will be skipped,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// Add any files,,,unknown,no,0
,// Change Cancel label to Close //$NON-NLS-1$,,,unknown,no,0
,"// We do not know the char set of the file to be uploaded, so we set it to null",,,unknown,no,0
,"/*     * Update the current field. The addend is only expected to be +1/-1, but     * other values will work. N.B. the roll() method only supports changes by a     * single unit - up or down     */",,,unknown,no,0
,// We do not know what the char set of the file is,,,unknown,no,0
,"//$NON-NLS-1$ // Set default SAVE menu item to disabled since the default node that // is selected is ROOT, which does not allow items to be inserted.",,,unknown,no,0
,// Set the multipart for the post,,,unknown,no,0
,// Label // count // Mean // median // 90% // Min // Max // Error %age // Throughpur // pageSize,,,unknown,no,0
,// must be defined,,,unknown,no,0
,"/*     * ------------------------------------------------------------------------     * Constructors     * ------------------------------------------------------------------------     */",,,unknown,no,0
,"// as above, but with aggregate sample instead",,,unknown,no,0
,"// Just append all the parameter values, and use that as the put body",,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,// JAVA Impl accepts URLs with unsafe characters so don't do anything,,,unknown,no,0
,"// Keep the content, will be sent later",,,unknown,no,0
,// OK (currently) to invoke using sub-class ,,,unknown,no,0
,// Set the content length,,,unknown,no,0
,// the copying thread won't generally detect EOF,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,"/*     * Class to be used to create the Method.     * Will be non-null if either Class or Object was provided during construction.     *     *  Can be used instead of invokee, e.g. when using interfaces.    */",,,unknown,no,0
,"// if the ""Title of Graph"" is empty, we can assume some default",,,unknown,no,0
,// Done with the sampling proper.,,,unknown,no,0
,// NOOP,,,unknown,no,0
,// pick up headers if failed to execute the request,,,unknown,no,0
,"// called from ctor, so must not be overridable",,,unknown,no,0
,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$,,,unknown,no,0
,// Allow for the old JMX file which used the local language string,,,unknown,no,0
,// Now collect the results into the HTTPSampleResult:,,,unknown,no,0
,// SortFilterModel mySortedModel = // new SortFilterModel(myStatTableModel);,,,unknown,no,0
,// e.g. text/html; charset=ISO-8859-1,,,unknown,no,0
,"// if the labels are too long, they'll be ""squeezed"" to make the chart viewable.",,,unknown,no,0
,"// HTTP protocol violation, but avoids NPE",,,unknown,no,0
,"/*-------------------------------------------------------------------------     * Methods (used by UserParameterXML to get XML parameters from XML file)     *----------------------------------------------------------------------- */",,,unknown,no,0
,// record some sizes to allow HTTPSampleResult.getBytes() with different options,,,unknown,no,0
,"// don't call isHeadless() here, as it has a side effect. // --",,,unknown,no,0
,// Handle the various methods,,,unknown,no,0
,// The value is in the second group,,,unknown,no,0
,"// N.B. Since the tags are extracted from an HTML Form, any values must already have been encoded",,,unknown,no,0
,// Create the content length we are going to write,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,// Stroke and shape line settings,,,unknown,no,0
,// e.g. *.apache.org // $NON-NLS-1$,,,unknown,no,0
,// $NON-NLS-1$ // $NON-NLS-1$,,,unknown,no,0
,// e.g. www.apache.org,,,unknown,no,0
,"// Test sending data as UTF-8, with values similar to __VIEWSTATE parameter that .net uses, // with values urlencoded, but the always encode set to false for the arguments // This is how the HTTP Proxy server adds arguments to the sampler",,,unknown,no,0
,// Add to cache,,,unknown,no,0
,//$NON-NLS-1$ //$NON-NLS-1$,,,unknown,no,0
,// Get hostname,,,unknown,no,0
,// Evaluation occurs when nbLoops is not yet evaluated  // or when nbLoops is equal to special value INFINITE_LOOP_COUNT,,,unknown,no,0
,//+ JMX implementation attribute values (also displayed in GUI) - do not change // $NON-NLS-1$,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,"/*         * To disable downloading and rendering of images and frames, enable the         * editor-kit. The Stream property can then be         */",,,unknown,no,0
,"/*     * Test method for 'org.apache.jmeter.protocol.http.sampler.postWriter.sendPostData(URLConnection, HTTPSampler)'     * This method test sending only a formdata, as urlencoded data     */",,,unknown,no,0
,// $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,"/*     * In spite of the name, this is actually used to determine if the loop controller is repeatable.     *     * The value is only used in nextIsNull() when the loop end condition has been detected:     * If forever==true, then it calls resetLoopCount(), otherwise it calls setDone(true).     *     * Loop Controllers always set forever=true, so that they will be executed next time     * the parent invokes them.     *     * Thread Group sets the value false, so nextIsNull() sets done, and the Thread Group will not be repeated.     * However, it's not clear that a Thread Group could ever be repeated.     */",,,unknown,no,0
,// get past separator,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,"// Put request does not use multipart, so no need for boundary",,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
,"// if the displayName is the empty string, leave it like that.",,,unknown,no,0
,// Get the encoding to use for the request,,,unknown,no,0
,// $NON-NLS-1$,,,unknown,no,0
