ID,projectname,classification,Abstract,label,easy_code
14231,httpd,UNKNOWN,"/* TODO:
     *    - Handle multiple-value headers better. (sort them?)
     *    - Handle Case in-sensitive Values better.
     *        This isn't the end of the world, since it just lowers the cache
     *        hit rate, but it would be nice to fix.
     *
     * The majority are case insenstive if they are values (encoding etc).
     * Most of rfc2616 is case insensitive on header contents.
     *
     * So the better solution may be to identify headers which should be
     * treated case-sensitive?
     *  HTTP URI's (3.2.3) [host and scheme are insensitive]
     *  HTTP method (5.1.1)
     *  HTTP-date values (3.3.1)
     *  3.7 Media Types [exerpt]
     *     The type, subtype, and parameter attribute names are case-
     *     insensitive. Parameter values might or might not be case-sensitive,
     *     depending on the semantics of the parameter name.
     *  4.20 Except [exerpt]
     *     Comparison of expectation values is case-insensitive for unquoted
     *     tokens (including the 100-continue token), and is case-sensitive for
     *     quoted-string expectation-extensions.
     */",undetermined,yes
14235,httpd,UNKNOWN,/* TODO: but we could */,undetermined,yes
14257,httpd,UNKNOWN,/* TODO: Make call to the same thing cache_select calls to crack Vary. */,undetermined,yes
14368,httpd,UNKNOWN,/* TODO: Make a mod_status handler. meh. */,undetermined,yes
14481,httpd,UNKNOWN,"/* TODO: These aught to become overrideable, so that we
     * assure a given isapi can be fooled into behaving well.
     *
     * The tricky bit, they aren't really a per-dir sort of
     * config, they will always be constant across every
     * reference to the .dll no matter what context (vhost,
     * location, etc) they apply to.
     */",undetermined,yes
14559,httpd,UNKNOWN,"/* TODO: are copies really needed here?
     */",undetermined,yes
14653,httpd,UNKNOWN,/* Todo: Make short name!!! */,undetermined,yes
14680,httpd,UNKNOWN,/* TODO - get rid of unixd dependency */,undetermined,yes
14689,httpd,UNKNOWN,/* ugly hack: grab default uid and gid from unixd */,undetermined,yes
14700,httpd,UNKNOWN,"/* FIXME - does the child need to run synchronously?
             * esp. if we enable mod_privileges with threaded MPMs?
             * We do need at least to ensure r outlives the child.
             */",undetermined,yes
14726,httpd,UNKNOWN,"/*
 * TODO: clean up the separation between this code
 *       and its data structures and unixd.c, as shown
 *       by the fact that we include unixd.h. Create
 *       mod_unixd.h which does what we need and
 *       clean up unixd.h for what it no longer needs
 */",undetermined,yes
14985,httpd,UNKNOWN,"/* MSIE compatibility hack.  MSIE has some RFC issues - doesn't
             * include the query string in the uri Authorization component
             * or when computing the response component.  the second part
             * works out ok, since we can hash the header and get the same
             * result.  however, the uri from the request line won't match
             * the uri Authorization component since the header lacks the
             * query string, leaving us incompatable with a (broken) MSIE.
             *
             * the workaround is to fake a query string match if in the proper
             * environment - BrowserMatch MSIE, for example.  the cool thing
             * is that if MSIE ever fixes itself the simple match ought to
             * work and this code won't be reached anyway, even if the
             * environment is set.
             */",undetermined,yes
15055,httpd,UNKNOWN,/* TODO: Flag the user somehow as to the reason for the failure */,undetermined,yes
15107,httpd,UNKNOWN,"/* TODO List

- Track down all of the references to r->ap_auth_type
   and change them to ap_auth_type()
- Remove ap_auth_type and ap_auth_name from the
   request_rec

*/",undetermined,yes
15165,httpd,UNKNOWN,"/* FIXME: figure out usage of socache create vs init
 * I think the cache and mutex should be global
 */",undetermined,yes
15178,httpd,UNKNOWN,/* FIXME: are we at risk of this blowing up? */,undetermined,yes
15193,httpd,UNKNOWN,/* FIXME: getting this for NOTFOUND - prolly a bug in mod_socache */,undetermined,yes
15197,httpd,UNKNOWN,/* FIXME: getting this for NOTFOUND - prolly a bug in mod_socache */,undetermined,yes
15547,httpd,UNKNOWN,"/*
    The MPM, ""multi-processing model"" provides an abstraction of the
    interface with the OS for distributing incoming connections to
    threads/process for processing.  http_main invokes the MPM, and
    the MPM runs until a shutdown/restart has been indicated.
    The MPM calls out to the apache core via the ap_process_connection
    function when a connection arrives.

    The MPM may or may not be multithreaded.  In the event that it is
    multithreaded, at any instant it guarantees a 1:1 mapping of threads
    ap_process_connection invocations.

    Note: In the future it will be possible for ap_process_connection
    to return to the MPM prior to finishing the entire connection; and
    the MPM will proceed with asynchronous handling for the connection;
    in the future the MPM may call ap_process_connection again -- but
    does not guarantee it will occur on the same thread as the first call.

    The MPM further guarantees that no asynchronous behaviour such as
    longjmps and signals will interfere with the user code that is
    invoked through ap_process_connection.  The MPM may reserve some
    signals for its use (i.e. SIGUSR1), but guarantees that these signals
    are ignored when executing outside the MPM code itself.  (This
    allows broken user code that does not handle EINTR to function
    properly.)

    The suggested server restart and stop behaviour will be ""graceful"".
    However the MPM may choose to terminate processes when the user
    requests a non-graceful restart/stop.  When this occurs, the MPM kills
    all threads with extreme prejudice, and destroys the pchild pool.
    User cleanups registered in the pchild apr_pool_t will be invoked at
    this point.  (This can pose some complications, the user cleanups
    are asynchronous behaviour not unlike longjmp/signal... but if the
    admin is asking for a non-graceful shutdown, how much effort should
    we put into doing it in a nice way?)

    unix/posix notes:
    - The MPM does not set a SIGALRM handler, user code may use SIGALRM.
        But the preferred method of handling timeouts is to use the
        timeouts provided by the BUFF abstraction.
    - The proper setting for SIGPIPE is SIG_IGN, if user code changes it
        for any of their own processing, it must be restored to SIG_IGN
        prior to executing or returning to any apache code.
    TODO: add SIGPIPE debugging check somewhere to make sure it's SIG_IGN
*/",undetermined,yes
15990,httpd,UNKNOWN,/* FIXME! See STATUS about how */,undetermined,yes
