,projectname,classification,Abstract,code
3275,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// create tables // The object used for each row,no
3276,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3277,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// The environment is supposed to use String keys only,no
3278,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// It is not possible to access the actual HTTP response code, so we assume no data means failure",no
3279,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // Create the panels for the other tabs,no
3280,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// assume default charset is OK here //      <apache-bsf.version>2.4.0</apache-bsf.version>,no
3281,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/*     * We use a LinkedBlockingQueue (rather than a ConcurrentLinkedQueue) because it has a     * poll-with-wait method that avoids the need to use a polling loop.     */",no
3282,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3283,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Using onMessage Listener,no
3284,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3285,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// We are displaying a SampleResult,no
3286,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3287,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Allow for short/negative times,no
3288,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3289,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Allow for short/negative times,no
3290,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3291,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// reset for reuse,no
3292,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3293,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// called from threadFinished() thread,no
3294,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3295,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"//GuardedBy(""this"")",no
3296,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3297,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"//GuardedBy(""this"")",no
3298,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3299,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$  // $NON-NLS-2$,no
3300,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// reload after adding alias,no
3301,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// reset for reuse,no
3302,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Not a real sampler,no
3303,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// response message label,no
3304,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3305,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Parsed response headers,no
3306,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3307,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3308,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// ""-T"",""-a""",no
3309,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3310,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3311,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ //--,no
3312,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3313,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// renamed from clear,no
3314,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3315,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Done,no
3316,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3317,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Reset search,no
3318,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Check if we have it in the cache,no
3319,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// (TestElement) // el.getProperty(JMSSampler.JMS_PROPERTIES).getObjectValue());,no
3320,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3321,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// (TestElement) // el.getProperty(JMSSampler.JNDI_PROPERTIES).getObjectValue());,no
3322,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3323,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// restore tabbed pane parsed if needed,no
3324,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3325,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Button group resources,no
3326,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// We assume the argument value is encoded according to the HTTP spec, i.e. UTF-8",no
3327,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// restore last selected tab,no
3328,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3329,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3330,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3331,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3332,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3333,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3334,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// append '/' if this isn't the last token or it is but the original // path terminated w/ a '/',no
3335,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3336,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3337,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3338,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// NO NEED TO INITIALIZE WHEN getCreateOneInstancePerSample  // is true cause it will be done in sample,no
3339,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3340,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/*                             * Calling a method via reflection results in wrapping any                             * Exceptions in ITE; unwrap these here so runProtected can                             * allocate them correctly.                             */",no
3341,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3342,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// if concurrent download emb. resources, add to a list for async gets later",no
3343,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3344,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// we check the count to see if we have exceeded // the number of lines to parse. There's no way // to know where to stop in the file. Therefore // we use break to escape the while loop when // we've reached the count.,no
3345,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3346,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3347,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$,no
3348,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// now that we have stripped the file, we can parse the parameters",no
3349,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Button group resources,no
3350,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3351,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// These are the names of properties used to define the labels // $NON-NLS-1$,no
3352,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3353,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// These are the names of properties used to define the labels // $NON-NLS-1$,no
3354,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Is it only the parameter values which are encoded in the specified // content encoding, the rest of the query is encoded in UTF-8 // Therefore we compare the whole query using UTF-8",no
3355,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3356,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// if checkMethod on the token is true // we tokenzie it using space and escape // the while loop. Only the first matching // token will be used,no
3357,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Button group resources when Bytes Message is selected,no
3358,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3359,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // Button group resources,no
3360,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Add variables for access to context and variables //$NON-NLS-1$,no
3361,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3362,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/**     * Method should add the JUnit testXXX method to the list at     * the end, since the sequence matters.     * @param methodName     */",no
3363,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // Button group resources,no
3364,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3365,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3366,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// here is the core routine to find appropriate cookie manager and // check it's not being used.  If used, wait until whoever's using it gives // it up",no
3367,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3368,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// First have to release the cookie we were using so other // threads stuck in wait can move on,no
3369,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//--,no
3370,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3371,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"//++ These names are used in the JMX files, and must not be changed",no
3372,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3373,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Cache for file. Only used by sample() in a single thread,no
3374,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3375,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Cache for bytes-message, only used when parsing from a file ",no
3376,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Potentially expensive; do it once,no
3377,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Allow shorthand names,no
3378,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3379,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3380,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3381,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3382,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Request headers column renderers,no
3383,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3384,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3385,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3386,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Display cookie in headers table (same location on http protocol),no
3387,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3388,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/*     * N.B. These entry indexes MUST agree with the SearchControls SCOPE_LEVELS, i.e.     *      * javax.naming.directory.SearchControls.OBJECT_SCOPE, ONELEVEL_SCOPE, SUBTREE_SCOPE     *      * These have the values 0,1,2 so can be used as indexes in the array     * as well as the value for the search itself.     *      * N.B. Although the strings are used to set and get the options, language change     * does not currently cause a problem, because that always saves the current settings first,     * and then recreates all the GUI classes.     */",no
3389,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$,no
3390,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3391,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Hint to background color on bottom tabs (grey, not blue)",no
3392,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3393,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$,no
3394,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// list of parsers //$NON-NLS-1$,no
3395,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Set up the 1st table Result with empty headers,no
3396,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3397,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// quieten Findbugs // default - do nothing,no
3398,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3399,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Add styles to use for different types of status messages,no
3400,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3401,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Prepare the Results tabbed pane,no
3402,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3403,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Set up the 3rd table ,no
3404,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,/* Implements JMeterGUIComponent.createTestElement() */,no
3405,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Set up the 2nd table ,no
3406,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3407,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$,no
3408,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//    /** //     * Resize the table columns to appropriate widths. //     * //     * @param _table //     *            the table to resize columns for //     */ //    private void sizeColumns(JTable _table) { //    },no
3409,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Assume it will fail // ditto $NON-NLS-1$,no
3410,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3411,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Create the split pane,no
3412,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3413,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// TODO - charset?,no
3414,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Disable DELETE if there are no rows in the table to delete.,no
3415,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// TODO - charset?,no
3416,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3417,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Not found,no
3418,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/*     * The following strings are used in the test plan, and the values must not be changed     * if test plans are to be upwardly compatible.     */",no
3419,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// in the case the test uses a file, we set it locally and // prevent loading the file repeatedly",no
3420,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3421,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Create the split pane,no
3422,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3423,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// in the case the test uses a file, we set it locally and // prevent loading the file repeatedly",no
3424,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3425,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Add search text extension,no
3426,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// count limit // time limit // attributes (null = all) // return object ? // dereference links?,no
3427,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// ------------- get/set properties ----------------------//,no
3428,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$,no
3429,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// These static variables are only used to convert existing files,no
3430,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3431,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// will be the 3rd option, which is not checked specifically",no
3432,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Internal information only // read from saveservice.properties file// $NON-NLS-1$ // Must match Revision id value in saveservice.properties,  // used to ensure saveservice.properties and SaveService are updated simultaneously // Expected value $NON-NLS-1$ // read from properties file// $NON-NLS-1$",no
3433,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Maximum size that we will display,no
3434,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// This is the name of the HotSpot Diagnostic platform MBean (Sun Java 1.6) // See: http://download.oracle.com/javase/6/docs/jre/api/management/extension/com/sun/management/HotSpotDiagnosticMXBean.html,no
3435,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Add sample,no
3436,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-2$ $NON-NLS-3$ // $NON-NLS-1$ // $NON-NLS-2$ $NON-NLS-3$,no
3437,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Default wait (ms) for a message if timeouts are not enabled // This is the maximum time the sampler can be blocked.,no
3438,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3439,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// No need to synch/ - only used by sampler and ClientPool (which does its own synch),no
3440,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3441,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Add any assertion that failed as children of the sample node,no
3442,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3443,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// This will be null if initialization succeeds.,no
3444,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3445,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// If true, start/stop subscriber for each sample",no
3446,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3447,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Prepare the common tab,no
3448,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3449,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// run threadStarted only if Destination setup on each sample,no
3450,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// the createTest() method creates an extra context which needs to be closed,no
3451,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// If so, we need to start collection here",no
3452,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3453,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// init right side with first render,no
3454,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3455,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// run threadFinished only if Destination setup on each sample (stop Listen queue),no
3456,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3457,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// MapNames are Strings,no
3458,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3459,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// to restore last tab used,no
3460,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"//log.warn(""DEBUG"",ex); // e.g. javax.naming.SizeLimitExceededException: [LDAP: error code 4 - Sizelimit Exceeded]; remaining name '' //                                                123456789012345678901 // TODO: tidy this up",no
3461,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Disabled thread start if listen on sample choice,no
3462,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3463,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Don't start yet if stop between samples,no
3464,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// default: sans serif //$NON-NLS-1$,no
3465,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// drop-down list for renderer,no
3466,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3467,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// listen on sample ,no
3468,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// element.setProperty(TCPSampler.FILENAME, filename.getText());",no
3469,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Can be null if init fails,no
3470,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3471,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Instantiate render classes,no
3472,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3473,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// listen on sample,no
3474,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/*     *   Write out search results in a stable order (including order of all subelements which might     * be reordered like attributes and their values) so that simple textual comparison can be done,     * unless the number of results exceeds {@link #MAX_SORTED_RESULTS} in which case just stream     * the results out without sorting.     */",no
3475,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// so we break the loops in SampleWithListener and SampleWithReceive,no
3476,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3477,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// preset to ""Text"" option",no
3478,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3479,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// to restore last selected tab (better user-friendly),no
3480,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3481,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Set up the local address if one exists,no
3482,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Now put the current GUI in place. [This code was copied from the // EditCommand action -- we can't just trigger the action because that // would populate the current node with the contents of the new GUI -- // which is empty.] // Fetch once // Probably caused by unit testing on headless system,no
3483,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Remove old right side,no
3484,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3485,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// create and add a new right side,no
3486,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ resource name,no
3487,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// To display current sampler result before change,no
3488,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3489,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Assume failure,no
3490,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Cookie //$NON-NLS-1$,no
3491,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//--,no
3492,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3493,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3494,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3495,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// ------------- get/set properties ----------------------//,no
3496,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3497,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"//++ These are JMX names, and must not be changed // $NON-NLS-1$",no
3498,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/*     * Strings used to set up and process actions in this menu The strings need     * to agree with the those in the Action routines     */",no
3499,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Convert the old test plan entry (which is the language dependent string) to the resource name,no
3500,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// We use the default character set encoding of the JRE,no
3501,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Default to be applied,no
3502,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$,no
3503,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//++ These are JMX file attribute names and must not be changed // $NON-NLS-1$,no
3504,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3505,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// N.B. Cannot change value, as that is used in JMX files // $NON-NLS-1$",no
3506,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3507,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//-- End of JMX file attribute names,no
3508,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// MENU_ADD_xxx - controls which items are in the ADD menu // MENU_PARENT_xxx - controls which items are in the Insert Parent menu,no
3509,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3510,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3511,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/*     * perform the checks on the resources     *      */",no
3512,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3513,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$,no
3514,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$,no
3515,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3516,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3517,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3518,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$,no
3519,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3520,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3521,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3522,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Programming error. Don't continue.,no
3523,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3524,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Gui components,no
3525,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
3526,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3527,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// MAIN PANEL,no
3528,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
3529,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
